clustering_a2q,eigencentrality_a2q,pageranks_a2q,closnesscentrality_a2q,harmonicclosnesscentrality_a2q,betweenesscentrality_a2q,clustering_c2a,eigencentrality_c2a,pageranks_c2a,closnesscentrality_c2a,harmonicclosnesscentrality_c2a,betweenesscentrality_c2a,clustering_c2q,clustering_c2q,eigencentrality_c2q,pageranks_c2q,closnesscentrality_c2q,harmonicclosnesscentrality_c2q,betweenesscentrality_c2q
0.133333,0.010707,0.000173,0.350413,0.386871,290.366667,0.333333,0.035218,0.000126,0,0,0,0.333333,0.333333,0.035218,0.000126,0,0,0
0.055556,0.006769,0.00016,0.448649,0.543173,55.566667,0.25,0.035218,0.000124,1,1,2,0.25,0.25,0.035218,0.000124,1,1,2
0.127273,0.141399,0.000363,0,0,0,0,0,0.000112,0.875,0.928571,0,0,0,0,0.000112,0.875,0.928571,0
0.013889,0.016263,0.000267,0.666667,0.75,37.809524,0.333333,0.027774,0.000228,0,0,0,0.333333,0.333333,0.027774,0.000228,0,0,0
0.142857,0.002832,0.000152,0.8,0.875,0,0.333333,0.042662,0.000142,0,0,0,0.333333,0.333333,0.042662,0.000142,0,0,0
0.5,0.006769,0.000172,0,0,0,0.5,0.018516,0.000128,0,0,0,0.5,0.5,0.018516,0.000128,0,0,0
0,0.002832,0.000172,0,0,0,0.333333,0.018516,0.000128,1,1,1,0.333333,0.333333,0.018516,0.000128,1,1,1
0.2,0.01643,0.000194,1,1,14.016667,0,0,0.000112,0.875,0.928571,0,0,0,0,0.000112,0.875,0.928571,0
0,0.012673,0.000181,0,0,0,0.166667,0.116522,0.000144,0,0,0,0.166667,0.166667,0.116522,0.000144,0,0,0
0.071429,0.008867,0.000159,0.393939,0.456125,40.29881,0.333333,0.053062,0.000132,0,0,0,0.333333,0.333333,0.053062,0.000132,0,0,0
0.071429,0.335494,0.000468,0,0,0,0.5,0.018516,0.000128,0,0,0,0.5,0.5,0.018516,0.000128,0,0,0
0.233333,0.008867,0.000159,0.229028,0.259079,5.842857,0.5,0.018516,0.000128,0,0,0,0.5,0.5,0.018516,0.000128,0,0,0
0.115385,0.103386,0.000236,1,1,169.080357,0.333333,0.009258,0.000112,0.666667,0.75,0,0.333333,0.333333,0.009258,0.000112,0.666667,0.75,0
0.25,0.033718,0.000175,0,0,0,0.2,0.035218,0.000165,1,1,4,0.2,0.2,0.035218,0.000165,1,1,4
0.1,0.084584,0.000632,0.75,0.833333,63.730037,0.333333,0.042662,0.000146,0,0,0,0.333333,0.333333,0.042662,0.000146,0,0,0
0,0.004177,0.000154,0.5,0.555556,2.25,0.2,0.009258,0.000112,0.615385,0.729167,0,0.2,0.2,0.009258,0.000112,0.615385,0.729167,0
0.098485,0.012295,0.000159,0.25303,0.330439,50.232875,0.333333,0.056017,0.000159,0,0,0,0.333333,0.333333,0.056017,0.000159,0,0,0
0.333333,0.008357,0.000154,1,1,2,0.333333,0.035218,0.000144,0,0,0,0.333333,0.333333,0.035218,0.000144,0,0,0
0.061905,0.028664,0.000179,0.301095,0.38759,450.641606,0.333333,0.02596,0.000132,0.666667,0.75,2,0.333333,0.333333,0.02596,0.000132,0.666667,0.75,2
0,0.007009,0.000159,0,0,0,0.25,0.009258,0.000112,1,1,0,0.25,0.25,0.009258,0.000112,1,1,0
0.064327,0.120477,0.000276,0.588235,0.75,238.766276,0.333333,0.035218,0.000186,0,0,0,0.333333,0.333333,0.035218,0.000186,0,0,0
0.233333,0.067154,0.000304,0,0,0,0.333333,0.063461,0.000198,0,0,0,0.333333,0.333333,0.063461,0.000198,0,0,0
0.25,0.008357,0.000154,0.238693,0.270702,5.5,0.25,0.077208,0.000142,0,0,0,0.25,0.25,0.077208,0.000142,0,0,0
0.096014,0.102191,0.000194,0.324176,0.386804,2723.469926,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.25,0.008357,0.000154,0.526316,0.616667,5.416667,0.083333,0.009258,0.000112,0.625,0.75,0,0.083333,0.083333,0.009258,0.000112,0.625,0.75,0
0.154545,0.040607,0.000176,0.833333,0.9,50.709524,0.5,0.02596,0.00012,0,0,0,0.5,0.5,0.02596,0.00012,0,0,0
0.166667,0.025996,0.000178,1,1,6.5,0.25,0.042662,0.000153,1,1,2,0.25,0.25,0.042662,0.000153,1,1,2
0.10989,0.129063,0.000307,0,0,0,0.2,0.059364,0.000129,1,1,4,0.2,0.2,0.059364,0.000129,1,1,4
0.125,0.042612,0.000337,0,0,0,0.25,0.059364,0.000129,0,0,0,0.25,0.25,0.059364,0.000129,0,0,0
0.2,0.016531,0.000167,0.666667,0.75,4.733333,0.333333,0.053062,0.000128,0,0,0,0.333333,0.333333,0.053062,0.000128,0,0,0
0.033101,0.008357,0.000154,0.637168,0.756944,64.071068,0.2,0.071578,0.000166,0,0,0,0.2,0.2,0.071578,0.000166,0,0,0
0.2,0.008357,0.000154,0.466667,0.52381,17.75,0.166667,0.02596,0.00012,0.666667,0.75,7,0.166667,0.166667,0.02596,0.00012,0.666667,0.75,7
0.115385,0.120808,0.000272,1,1,12.9,0.5,0.02596,0.00012,0,0,0,0.5,0.5,0.02596,0.00012,0,0,0
0,0.011756,0.000194,0,0,0,0.142857,0.009258,0.000112,0.75,0.833333,0,0.142857,0.142857,0.009258,0.000112,0.75,0.833333,0
0.128571,0.087248,0.000277,0.526316,0.583333,97.125468,0.111111,0.247813,0.000185,0,0,0,0.111111,0.111111,0.247813,0.000185,0,0,0
0,0.004177,0.000154,0,0,0,0.5,0.02596,0.000126,0,0,0,0.5,0.5,0.02596,0.000126,0,0,0
0.142857,0.062193,0.000223,1,1,21.75,0.5,0.02596,0.000126,0,0,0,0.5,0.5,0.02596,0.000126,0,0,0
0.180556,0.058877,0.000228,1,1,2.983333,0.142857,0.009258,0.000112,1,1,0,0.142857,0.142857,0.009258,0.000112,1,1,0
0.166667,0.010272,0.000175,0,0,0,0.333333,0.060506,0.000153,0,0,0,0.333333,0.333333,0.060506,0.000153,0,0,0
0.072727,0.130162,0.000293,0,0,0,0.071429,0.330771,0.000446,0,0,0,0.071429,0.071429,0.330771,0.000446,0,0,0
0.142857,0.027496,0.000228,1,1,7.666667,0.166667,0.217699,0.000223,0,0,0,0.166667,0.166667,0.217699,0.000223,0,0,0
0.142857,0.031562,0.000204,0.448276,0.519231,72.891667,0,0.009258,0.000126,0,0,0,0,0,0.009258,0.000126,0,0,0
0,0.004177,0.000154,0,0,0,0,0,0.000112,1,1,0,0,0,0,0.000112,1,1,0
0.095833,0.1242,0.000523,0,0,0,0.142857,0.079694,0.000202,0,0,0,0.142857,0.142857,0.079694,0.000202,0,0,0
0.142857,0.057553,0.000247,0,0,0,0.5,0.018516,0.000161,0,0,0,0.5,0.5,0.018516,0.000161,0,0,0
0.25,0.008088,0.000163,0.571429,0.708333,3.75,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.066176,0.008088,0.000163,0.329517,0.389456,98.09531,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0,0.002832,0.000152,0,0,0,0.5,0.033404,0.000126,0,0,0,0.5,0.5,0.033404,0.000126,0,0,0
0.5,0.002832,0.000152,0.315789,0.368056,0,0.5,0.033404,0.000126,0,0,0,0.5,0.5,0.033404,0.000126,0,0,0
0.080952,0.095985,0.000382,0.423077,0.469697,72.731746,0.1,0.152133,0.000261,0,0,0,0.1,0.1,0.152133,0.000261,0,0,0
0.071429,0.002832,0.000152,0.473684,0.563272,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0,0.004747,0.000165,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.083333,0.012025,0.000165,1,1,24,0.090909,0.009258,0.000112,0.857143,0.916667,0,0.090909,0.090909,0.009258,0.000112,0.857143,0.916667,0
0.2,0.017476,0.000175,0,0,0,0,0.035218,0.00013,0,0,0,0,0,0.035218,0.00013,0,0,0
0.2,0.036371,0.00019,0,0,0,0.2,0.138463,0.000212,0,0,0,0.2,0.2,0.138463,0.000212,0,0,0
0.166667,0.037974,0.000278,1,1,3.833333,0.109091,0.307657,0.000331,1,1,21,0.109091,0.109091,0.307657,0.000331,1,1,21
0,0.002832,0.000162,0,0,0,0.333333,0.035218,0.000132,0,0,0,0.333333,0.333333,0.035218,0.000132,0,0,0
0.017857,0.054552,0.000241,0,0,0,0.25,0.06682,0.000244,0,0,0,0.25,0.25,0.06682,0.000244,0,0,0
0,0,0.000152,1,1,0,0.079167,0.341942,0.000455,1,1,23.5,0.079167,0.079167,0.341942,0.000455,1,1,23.5
0.333333,0.014096,0.00019,0,0,0,0.333333,0.053062,0.000125,0,0,0,0.333333,0.333333,0.053062,0.000125,0,0,0
0.083333,0.062613,0.000236,0,0,0,0.089744,0.009258,0.000112,0.45977,0.523958,0,0.089744,0.089744,0.009258,0.000112,0.45977,0.523958,0
0.111111,0.056905,0.000287,0,0,0,0.333333,0.042662,0.00012,0,0,0,0.333333,0.333333,0.042662,0.00012,0,0,0
0.5,0.002832,0.000152,0.335938,0.380233,0,0.111111,0.252141,0.00034,0,0,0,0.111111,0.111111,0.252141,0.00034,0,0,0
0.073684,0.013539,0.000229,0.494118,0.628968,96.75,0.25,0.042662,0.000122,1,1,2,0.25,0.25,0.042662,0.000122,1,1,2
0.1,0.002832,0.000152,0.846154,0.909091,0,0,0.009258,0.000119,0,0,0,0,0,0.009258,0.000119,0,0,0
0.011494,0.243977,0.000829,0,0,0,0.034759,0.05192,0.000173,0.795918,0.880342,108,0.034759,0.034759,0.05192,0.000173,0.795918,0.880342,108
0,0.006769,0.000169,0,0,0,0.2,0.137321,0.000382,0,0,0,0.2,0.2,0.137321,0.000382,0,0,0
0.054113,0.159252,0.000379,1,1,35.649397,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.083333,0.062845,0.000284,1,1,54.5,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.025641,0.107202,0.00059,0,0,0,0.083333,0.009258,0.000112,0.789474,0.866667,0,0.083333,0.083333,0.009258,0.000112,0.789474,0.866667,0
0.333333,0.0446,0.000173,0,0,0,0.166667,0.179986,0.000289,0,0,0,0.166667,0.166667,0.179986,0.000289,0,0,0
0,0.006322,0.00017,0,0,0,0.5,0.02596,0.00012,0,0,0,0.5,0.5,0.02596,0.00012,0,0,0
0,0.002832,0.000166,0,0,0,0.25,0.02596,0.00012,1,1,2,0.25,0.25,0.02596,0.00012,1,1,2
0.25,0.020666,0.000183,0,0,0,0,0.009258,0.00012,0,0,0,0,0,0.009258,0.00012,0,0,0
0.25,0.047703,0.000193,0,0,0,0.333333,0.042662,0.000134,0,0,0,0.333333,0.333333,0.042662,0.000134,0,0,0
0.035714,0.120703,0.000428,0,0,0,0.125,0.163673,0.00028,0,0,0,0.125,0.125,0.163673,0.00028,0,0,0
0,0.006929,0.000302,0,0,0,0.5,0.02596,0.00012,0,0,0,0.5,0.5,0.02596,0.00012,0,0,0
0.076316,0.07517,0.0002,0.5,0.590426,361.051331,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.017544,0.129006,0.000803,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.125,0.025434,0.000177,0.8,0.875,12.902381,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.090909,0.029665,0.000225,0.555556,0.666667,117.728571,0.333333,0.009258,0.000112,0.75,0.833333,0,0.333333,0.333333,0.009258,0.000112,0.75,0.833333,0
0.010228,0.428312,0.001565,0,0,0,0.2,0.044476,0.000277,1,1,3,0.2,0.2,0.044476,0.000277,1,1,3
0.06917,0.002832,0.000152,0.343396,0.394349,0,0.000925,0,0.000112,0.628571,0.747159,0,0.000925,0.000925,0,0.000112,0.628571,0.747159,0
0.2,0.020631,0.00017,0,0,0,0.125,0.15661,0.000251,0,0,0,0.125,0.125,0.15661,0.000251,0,0,0
0,0.004747,0.000164,0,0,0,0.25,0.05192,0.000122,0,0,0,0.25,0.25,0.05192,0.000122,0,0,0
0.051282,0.223281,0.000501,1,1,304.563138,0.142857,0.102026,0.000151,0,0,0,0.142857,0.142857,0.102026,0.000151,0,0,0
0.004303,0.002832,0.000158,0.646552,0.76,95.454762,0.333333,0.018516,0.000114,1,1,1,0.333333,0.333333,0.018516,0.000114,1,1,1
0.065789,0.006769,0.000158,0.247492,0.304344,30.292857,0,0.004126,0.000114,0,0,0,0,0,0.004126,0.000114,0,0,0
0,0.002832,0.000158,1,1,1.25,0.5,0.018516,0.000114,0,0,0,0.5,0.5,0.018516,0.000114,0,0,0
0.166667,0.037464,0.0002,0,0,0,0.166667,0.106503,0.000145,1,1,9,0.166667,0.166667,0.106503,0.000145,1,1,9
0.017857,0.041868,0.000186,0,0,0,0.333333,0.027774,0.000125,0,0,0,0.333333,0.333333,0.027774,0.000125,0,0,0
0.043185,0.012804,0.000168,0.356112,0.436856,230.365065,0,0.004126,0.000114,1,1,1,0,0,0.004126,0.000114,1,1,1
0.25,0.002832,0.000152,1,1,0,0.333333,0.027774,0.000122,0,0,0,0.333333,0.333333,0.027774,0.000122,0,0,0
0.25,0.024539,0.000206,0,0,0,0.5,0.018516,0.000114,0,0,0,0.5,0.5,0.018516,0.000114,0,0,0
0.5,0.002832,0.000152,0.666667,0.75,0,0.333333,0.027774,0.000117,0,0,0,0.333333,0.333333,0.027774,0.000117,0,0,0
0.142857,0.002832,0.000152,0.308157,0.372806,0,0.25,0.044476,0.000125,0,0,0,0.25,0.25,0.044476,0.000125,0,0,0
0,0.002832,0.000172,0,0,0,0.111111,0.027774,0.000128,0.875,0.928571,13.5,0.111111,0.111111,0.027774,0.000128,0.875,0.928571,13.5
0.005495,0,0.000152,0.818182,0.888889,0,0.333333,0.063461,0.000119,0,0,0,0.333333,0.333333,0.063461,0.000119,0,0,0
0,0.045517,0.000214,1,1,29.983333,0.25,0.113078,0.000155,0,0,0,0.25,0.25,0.113078,0.000155,0,0,0
0,0.001915,0.000162,0,0,0,0.5,0.018516,0.000114,0,0,0,0.5,0.5,0.018516,0.000114,0,0,0
0,0.004747,0.000164,0,0,0,0.5,0.018516,0.000114,0,0,0,0.5,0.5,0.018516,0.000114,0,0,0
0.5,0.005664,0.000162,0,0,0,0.25,0.086846,0.000172,0,0,0,0.25,0.25,0.086846,0.000172,0,0,0
0.113636,0.119148,0.000277,0,0,0,0.5,0.018516,0.000114,0,0,0,0.5,0.5,0.018516,0.000114,0,0,0
0.05,0.022078,0.000359,0,0,0,0,0.004126,0.000114,0,0,0,0,0,0.004126,0.000114,0,0,0
0.090909,0.073445,0.000391,0,0,0,0.166667,0.108406,0.000138,0.75,0.833333,22,0.166667,0.166667,0.108406,0.000138,0.75,0.833333,22
0.2,0.024526,0.000175,0,0,0,0.5,0.018516,0.000114,0,0,0,0.5,0.5,0.018516,0.000114,0,0,0
0,0.019109,0.000195,0,0,0,0.1,0.129801,0.000168,0,0,0,0.1,0.1,0.129801,0.000168,0,0,0
0.066667,0.013126,0.000255,1,1,24.142857,0.333333,0.063461,0.000147,0,0,0,0.333333,0.333333,0.063461,0.000147,0,0,0
0,0,0.000152,0.302326,0.355385,0,0.125,0.271562,0.000339,1,1,30,0.125,0.125,0.271562,0.000339,1,1,30
0.2,0.005664,0.000187,0.8,0.875,3.333333,0.125,0.315658,0.000409,1,1,40,0.125,0.125,0.315658,0.000409,1,1,40
0,0.002832,0.000152,0,0,0,0.125,0.070905,0.000176,0.714286,0.8,43,0.125,0.125,0.070905,0.000176,0.714286,0.8,43
0.2,0.002832,0.000152,1,1,0,0.166667,0.046759,0.000122,1,1,12,0.166667,0.166667,0.046759,0.000122,1,1,12
0.5,0.006769,0.00018,0,0,0,0.333333,0.078349,0.000138,0,0,0,0.333333,0.333333,0.078349,0.000138,0,0,0
0,0.022916,0.000207,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.111111,0.054699,0.000263,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0,0,0.000152,1,1,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.2,0.002832,0.000152,0.315615,0.380476,0,0.25,0.009258,0.000112,1,1,0,0.25,0.25,0.009258,0.000112,1,1,0
0.5,0.006769,0.00018,0,0,0,0.5,0.02596,0.000137,0,0,0,0.5,0.5,0.02596,0.000137,0,0,0
0,0.007579,0.000194,0,0,0,0.166667,0.144777,0.000183,0,0,0,0.166667,0.166667,0.144777,0.000183,0,0,0
0.036932,0.006769,0.00018,0.442308,0.600725,91,0.25,0.009258,0.000112,1,1,0,0.25,0.25,0.009258,0.000112,1,1,0
0.047619,0.029075,0.000205,0.714286,0.8,71.784524,0.5,0.02596,0.000137,0,0,0,0.5,0.5,0.02596,0.000137,0,0,0
0.069853,0.016485,0.000165,0.245421,0.313323,137.533009,0.333333,0.053062,0.000146,0,0,0,0.333333,0.333333,0.053062,0.000146,0,0,0
0.073529,0.032186,0.000201,0.385542,0.469271,535.179798,0.083333,0.233817,0.000356,0,0,0,0.083333,0.083333,0.233817,0.000356,0,0,0
0.138889,0.11835,0.000263,0,0,0,0,0,0.000112,0.631579,0.763889,0,0,0,0,0.000112,0.631579,0.763889,0
0.5,0.002832,0.000152,0.477273,0.5,0,0.333333,0.048573,0.000133,0,0,0,0.333333,0.333333,0.048573,0.000133,0,0,0
0.057312,0.08355,0.000251,0.869565,0.925,623.945161,0.2,0.081977,0.000186,0,0,0,0.2,0.2,0.081977,0.000186,0,0,0
0,0.002832,0.000152,0,0,0,0.2,0.037032,0.000142,0.75,0.833333,6.5,0.2,0.2,0.037032,0.000142,0.75,0.833333,6.5
0,0.002832,0.000152,0,0,0,0.035714,0,0.000112,0.375494,0.441754,0,0.035714,0.035714,0,0.000112,0.375494,0.441754,0
0,0.002832,0.000152,0,0,0,0.25,0.044476,0.000133,0,0,0,0.25,0.25,0.044476,0.000133,0,0,0
0,0,0.000152,0.75,0.833333,0,0.2,0.116522,0.000207,0,0,0,0.2,0.2,0.116522,0.000207,0,0,0
0.333333,0.005664,0.000222,1,1,1,0.125,0.018516,0.000124,0.727273,0.854167,7.5,0.125,0.125,0.018516,0.000124,0.727273,0.854167,7.5
0.333333,0.022818,0.000188,0,0,0,0.142857,0.178169,0.000261,0,0,0,0.142857,0.142857,0.178169,0.000261,0,0,0
0,0.055884,0.000269,0,0,0,0,0.004126,0.000124,0,0,0,0,0,0.004126,0.000124,0,0,0
0.166667,0.040348,0.000215,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0,0.028939,0.00028,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.125,0.02491,0.000172,1,1,77.55,0,0,0.000112,0.5,0.566667,0,0,0,0,0.000112,0.5,0.566667,0
0,0.084254,0.000276,0,0,0,0.233333,0.035218,0.000217,0.8,0.875,5,0.233333,0.233333,0.035218,0.000217,0.8,0.875,5
0,0.005987,0.000162,1,1,5.583333,0.2,0.009258,0.000112,1,1,0,0.2,0.2,0.009258,0.000112,1,1,0
0.041667,0.008819,0.000164,0.5625,0.666667,65.629304,0.5,0.02596,0.000132,0,0,0,0.5,0.5,0.02596,0.000132,0,0,0
0,0.005987,0.000162,0,0,0,0.142857,0.266469,0.000384,0,0,0,0.142857,0.142857,0.266469,0.000384,0,0,0
0.25,0.085105,0.000401,0,0,0,0.090909,0.009258,0.000112,1,1,0,0.090909,0.090909,0.009258,0.000112,1,1,0
0,0.011994,0.000234,0,0,0,0.5,0.02596,0.000121,0,0,0,0.5,0.5,0.02596,0.000121,0,0,0
0.098485,0.022095,0.000182,0.56,0.630952,69.274405,0.25,0.05192,0.000157,0,0,0,0.25,0.25,0.05192,0.000157,0,0,0
0.5,0.013495,0.000159,0,0,0,0.333333,0.042662,0.000123,0,0,0,0.333333,0.333333,0.042662,0.000123,0,0,0
0,0.028085,0.000233,0,0,0,0,0.018516,0.000154,0,0,0,0,0,0.018516,0.000154,0,0,0
0.2,0.034008,0.00019,0,0,0,0.333333,0.035218,0.000146,0,0,0,0.333333,0.333333,0.035218,0.000146,0,0,0
0.029167,0.034108,0.000188,0.833333,0.9,88.221429,0.25,0.066808,0.000139,0,0,0,0.25,0.25,0.066808,0.000139,0,0,0
0,0.019161,0.000198,1,1,32.369048,0,0,0.000112,0.7,0.785714,0,0,0,0,0.000112,0.7,0.785714,0
0,0.008617,0.000159,0.611111,0.727273,69.466667,0.5,0.018516,0.000137,0,0,0,0.5,0.5,0.018516,0.000137,0,0,0
0,0.002832,0.000152,0,0,0,0,0.008252,0.00014,0,0,0,0,0,0.008252,0.00014,0,0,0
0.166667,0.002832,0.000152,0.313901,0.37119,0,0.111111,0.222072,0.00022,1,1,58,0.111111,0.111111,0.222072,0.00022,1,1,58
0.111111,0.042643,0.000242,0,0,0,0,0.016702,0.000148,0,0,0,0,0,0.016702,0.000148,0,0,0
0.25,0.022255,0.000196,0,0,0,0.125,0.237327,0.000318,0,0,0,0.125,0.125,0.237327,0.000318,0,0,0
0,0.005664,0.000178,0.666667,0.75,8,0.027778,0.009258,0.000112,0.727273,0.847222,0,0.027778,0.027778,0.009258,0.000112,0.727273,0.847222,0
0.035714,0.041153,0.000266,0,0,0,0.333333,0.035218,0.000148,0,0,0,0.333333,0.333333,0.035218,0.000148,0,0,0
0.111111,0.117392,0.000339,0,0,0,0.333333,0.060506,0.000166,0,0,0,0.333333,0.333333,0.060506,0.000166,0,0,0
0,0.008088,0.000175,0,0,0,0.25,0.069764,0.000156,0,0,0,0.25,0.25,0.069764,0.000156,0,0,0
0.166667,0.038478,0.000202,0,0,0,0.333333,0.056017,0.000121,0,0,0,0.333333,0.333333,0.056017,0.000121,0,0,0
0,0.042934,0.000214,0,0,0,0.25,0.097257,0.000145,0,0,0,0.25,0.25,0.097257,0.000145,0,0,0
0.02381,0.034482,0.000268,0,0,0,0.333333,0.128219,0.000187,0,0,0,0.333333,0.333333,0.128219,0.000187,0,0,0
0.083333,0.085058,0.000255,1,1,29.716667,0,0.02596,0.000119,0,0,0,0,0,0.02596,0.000119,0,0,0
0,0.030447,0.000209,0,0,0,0.2,0.035218,0.000129,0.6,0.666667,11.5,0.2,0.2,0.035218,0.000129,0.6,0.666667,11.5
0.083333,0.032377,0.000192,0,0,0,0.25,0.059364,0.000125,0,0,0,0.25,0.25,0.059364,0.000125,0,0,0
0.333333,0.013583,0.000167,0,0,0,0.2,0.268872,0.000334,0,0,0,0.2,0.2,0.268872,0.000334,0,0,0
0.111111,0.071338,0.000264,0,0,0,0.5,0.02596,0.000114,0,0,0,0.5,0.5,0.02596,0.000114,0,0,0
0.2,0.008088,0.00016,0.8,0.875,5.033333,0.2,0.114708,0.000141,0,0,0,0.2,0.2,0.114708,0.000141,0,0,0
0.5,0.008088,0.00016,0,0,0,0.2,0.079022,0.000145,0,0,0,0.2,0.2,0.079022,0.000145,0,0,0
0,0.007223,0.000304,0.512821,0.641667,54.007576,0.333333,0.053062,0.000154,0,0,0,0.333333,0.333333,0.053062,0.000154,0,0,0
0.142857,0.01092,0.000162,1,1,10.366667,0.5,0.02596,0.000114,0,0,0,0.5,0.5,0.02596,0.000114,0,0,0
0,0.005852,0.000167,0,0,0,0,0.048602,0.000155,0,0,0,0,0,0.048602,0.000155,0,0,0
0.111111,0.008088,0.00016,1,1,10.416667,0.333333,0.042662,0.000121,0,0,0,0.333333,0.333333,0.042662,0.000121,0,0,0
0.061905,0.041053,0.000188,0.576923,0.711111,274.784737,0.333333,0.042662,0.000123,0,0,0,0.333333,0.333333,0.042662,0.000123,0,0,0
0.166667,0.037312,0.000245,0,0,0,0.333333,0.042662,0.000129,0,0,0,0.333333,0.333333,0.042662,0.000129,0,0,0
0.076923,0.07712,0.000323,1,1,50,0.2,0.079022,0.000227,0,0,0,0.2,0.2,0.079022,0.000227,0,0,0
0,0.015176,0.000233,0,0,0,0.5,0.02596,0.000114,0,0,0,0.5,0.5,0.02596,0.000114,0,0,0
0.032051,0.072084,0.000309,1,1,174.151984,0.2,0.068622,0.00017,0,0,0,0.2,0.2,0.068622,0.00017,0,0,0
0.166667,0.002832,0.000152,0.266447,0.34759,0,0.333333,0.035218,0.000125,0,0,0,0.333333,0.333333,0.035218,0.000125,0,0,0
0.142857,0.050196,0.000412,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0,0.005664,0.000177,0,0,0,0,0,0.000112,0.85,0.911765,0,0,0,0,0.000112,0.85,0.911765,0
0,0,0.000152,1,1,0,0.25,0.089029,0.00021,0,0,0,0.25,0.25,0.089029,0.00021,0,0,0
0.109091,0.002832,0.000152,0.44,0.570202,0,0.5,0.018516,0.000115,0,0,0,0.5,0.5,0.018516,0.000115,0,0,0
0.214286,0.006769,0.000165,0.619048,0.692308,9,0.5,0.018516,0.000115,0,0,0,0.5,0.5,0.018516,0.000115,0,0,0
0.1,0.03386,0.00025,1,1,104.791026,0.5,0.018516,0.000115,0,0,0,0.5,0.5,0.018516,0.000115,0,0,0
0,0.011588,0.000171,0,0,0,0.333333,0.035218,0.00012,0,0,0,0.333333,0.333333,0.035218,0.00012,0,0,0
0,0.005664,0.000188,0,0,0,0.25,0.037032,0.000135,0,0,0,0.25,0.25,0.037032,0.000135,0,0,0
0.1,0.104926,0.000284,0.6,0.666667,41.136905,0.25,0.069003,0.000164,0,0,0,0.25,0.25,0.069003,0.000164,0,0,0
0,0.002832,0.000165,0,0,0,0.333333,0.027774,0.000124,0,0,0,0.333333,0.333333,0.027774,0.000124,0,0,0
0,0.005664,0.000167,0,0,0,0.333333,0.035218,0.000118,0,0,0,0.333333,0.333333,0.035218,0.000118,0,0,0
0.2,0.002832,0.000152,1,1,0,0.333333,0.035218,0.000116,0,0,0,0.333333,0.333333,0.035218,0.000116,0,0,0
0.25,0.026203,0.000196,0,0,0,0.25,0.035218,0.000135,1,1,2,0.25,0.25,0.035218,0.000135,1,1,2
0.166667,0.035859,0.000216,0,0,0,0.5,0.018516,0.000115,0,0,0,0.5,0.5,0.018516,0.000115,0,0,0
0,0.002832,0.00018,0,0,0,0.5,0.018516,0.000115,0,0,0,0.5,0.5,0.018516,0.000115,0,0,0
0,0.002832,0.000152,0,0,0,0.5,0.018516,0.000115,0,0,0,0.5,0.5,0.018516,0.000115,0,0,0
0,0.002832,0.000152,0,0,0,0.333333,0.112502,0.000156,0,0,0,0.333333,0.333333,0.112502,0.000156,0,0,0
0.152778,0.013344,0.00016,0.366667,0.477778,69,0.333333,0.105058,0.00016,0,0,0,0.333333,0.333333,0.105058,0.00016,0,0,0
0.333333,0.023563,0.00016,0,0,0,0.333333,0.009258,0.000112,0.363636,0.458333,0,0.333333,0.333333,0.009258,0.000112,0.363636,0.458333,0
0.089744,0.088147,0.000319,0.533333,0.604167,217.586695,0,0,0.000112,0.636364,0.738095,0,0,0,0,0.000112,0.636364,0.738095,0
0,0.003937,0.000155,0,0,0,0.25,0.018516,0.000126,0.75,0.833333,3,0.25,0.25,0.018516,0.000126,0.75,0.833333,3
0.083333,0.114117,0.000321,0,0,0,0.166667,0.12025,0.000216,0,0,0,0.166667,0.166667,0.12025,0.000216,0,0,0
0.065359,0.131756,0.000273,0,0,0,0.5,0.018516,0.000126,0,0,0,0.5,0.5,0.018516,0.000126,0,0,0
0.25,0.032673,0.000206,0,0,0,0.142857,0.027774,0.00014,1,1,8,0.142857,0.142857,0.027774,0.00014,1,1,8
0.166667,0.003937,0.000155,0.444444,0.513889,2,0.5,0.018516,0.000126,0,0,0,0.5,0.5,0.018516,0.000126,0,0,0
