Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,clustering,componentnumber,strongcompnum,eigencentrality,modularity_class,pageranks
15609,15609,,3,1,4,12,8,20,0,0,0,0,0.003635,0,0.333333,0,366,0.078349,130,0.000138
49985,49985,,1,1,2,9,9,18,0,0,0,0,0,0,0,65,668,0.009258,71,0.000112
74562,74562,,1,1,2,4,4,8,0,0,0,0,0,0,0,66,669,0.009258,72,0.000112
58186,58186,,1,1,2,7,7,14,0,0,0,0,0,0,0,67,670,0.009258,73,0.000112
33611,33611,,1,4,5,4,7,11,1,1,1,0,0,0.026518,0.25,0,672,0.009258,12,0.000112
54872,54872,,2,1,3,2,1,3,0,0,0,0,0.002441,0,0.5,0,671,0.02596,12,0.000137
87582,87582,,6,1,7,11,4,15,0,0,0,0,0.017578,0,0.166667,0,372,0.144777,12,0.000183
842,842,,1,4,5,1,8,9,1,1,1,0,0,0.001726,0.25,0,675,0.009258,198,0.000112
29798,29798,,2,1,3,8,3,11,0,0,0,0,0.000159,0,0.5,0,674,0.02596,198,0.000137
31640,31640,,3,1,4,9,7,16,0,0,0,0,0.003887,0,0.333333,0,673,0.053062,198,0.000146
40106,40106,,12,1,13,44,32,76,0,0,0,0,0.014707,0,0.083333,0,94,0.233817,198,0.000356
9034,9034,,0,7,7,0,7,7,3,0.631579,0.763889,0,0,0.038941,0,0,678,0,59,0.000112
62623,62623,,3,1,4,7,5,12,0,0,0,0,0.007597,0,0.333333,0,485,0.048573,59,0.000133
65223,65223,,5,1,6,15,8,23,0,0,0,0,0.008668,0,0.2,0,481,0.081977,59,0.000186
18103,18103,,4,3,7,20,18,38,2,0.75,0.833333,6.5,0.01459,0.011975,0.2,0,677,0.037032,212,0.000142
131926,131926,,0,8,8,0,10,10,5,0.375494,0.441754,0,0,0.009771,0.035714,0,686,0,74,0.000112
39106,39106,,4,1,5,25,22,47,0,0,0,0,0.013518,0,0.25,0,685,0.044476,74,0.000133
94150,94150,,6,1,7,7,2,9,0,0,0,0,0.019324,0,0.2,0,82,0.116522,74,0.000207
1491,1491,,2,7,9,7,18,25,3,0.727273,0.854167,7.5,0.000899,0.039585,0.125,0,684,0.018516,129,0.000124
4653,4653,,8,1,9,39,32,71,0,0,0,0,0.024871,0,0.142857,0,56,0.178169,1,0.000261
61934,61934,,1,0,1,1,0,1,0,0,0,0,0.000899,0,0,0,679,0.004126,74,0.000124
115579,115579,,1,1,2,11,11,22,0,0,0,0,0,0,0,68,687,0.009258,75,0.000112
58251,58251,,1,1,2,1,1,2,0,0,0,0,0,0,0,69,688,0.009258,76,0.000112
909,909,,0,1,1,0,1,1,3,0.5,0.566667,0,0,0.000497,0,0,691,0,121,0.000112
2596,2596,,3,4,7,26,27,53,2,0.8,0.875,5,0.005395,0.017983,0.233333,0,690,0.035218,121,0.000217
914,914,,1,5,6,1,8,9,1,1,1,0,0,0.002986,0.2,0,693,0.009258,130,0.000112
45974,45974,,2,1,3,19,17,36,0,0,0,0,0.000275,0,0.5,0,692,0.02596,130,0.000132
64949,64949,,8,1,9,12,4,16,0,0,0,0,0.017856,0,0.142857,0,259,0.266469,130,0.000384
33686,33686,,1,11,12,24,41,65,1,1,1,0,0,0.018952,0.090909,0,699,0.009258,112,0.000112
35478,35478,,2,1,3,3,2,5,0,0,0,0,0.001744,0,0.5,0,698,0.02596,112,0.000121
68768,68768,,4,1,5,8,4,12,0,0,0,0,0.011891,0,0.25,0,697,0.05192,112,0.000157
87973,87973,,3,1,4,6,4,10,0,0,0,0,0.012194,0,0.333333,0,696,0.042662,129,0.000123
53677,53677,,2,0,2,2,0,2,0,0,0,0,0.001759,0,0,0,695,0.018516,112,0.000154
48098,48098,,3,1,4,4,2,6,0,0,0,0,0.001915,0,0.333333,0,694,0.035218,12,0.000146
37346,37346,,4,1,5,10,5,15,0,0,0,0,0.015838,0,0.25,0,682,0.066808,129,0.000139
9122,9122,,0,4,4,0,6,6,2,0.7,0.785714,0,0,0.001851,0,0,702,0,12,0.000112
50979,50979,,2,1,3,16,14,30,0,0,0,0,0.00017,0,0.5,0,701,0.018516,12,0.000137
93580,93580,,2,0,2,2,0,2,0,0,0,0,0.009472,0,0,0,700,0.008252,12,0.00014
39992,39992,,6,4,10,20,15,35,1,1,1,58,0.00855,0.006533,0.111111,0,33,0.222072,12,0.00022
128070,128070,,1,0,1,1,0,1,0,0,0,0,0.000781,0,0,0,636,0.016702,129,0.000148
104824,104824,,8,1,9,14,3,17,0,0,0,0,0.091432,0,0.125,0,216,0.237327,173,0.000318
33708,33708,,1,36,37,1,50,51,3,0.727273,0.847222,0,0,0.041298,0.027778,0,717,0.009258,129,0.000112
52239,52239,,3,1,4,4,2,6,0,0,0,0,0.003887,0,0.333333,0,716,0.035218,70,0.000148
46616,46616,,3,1,4,11,9,20,0,0,0,0,0.005456,0,0.333333,0,689,0.060506,121,0.000166
47649,47649,,4,1,5,6,3,9,0,0,0,0,0.006782,0,0.25,0,715,0.069764,212,0.000156
55891,55891,,3,1,4,5,3,8,0,0,0,0,0.007814,0,0.333333,0,486,0.056017,59,0.000121
44673,44673,,4,1,5,9,5,14,0,0,0,0,0.01768,0,0.25,0,188,0.097257,129,0.000145
55944,55944,,3,1,4,9,7,16,0,0,0,0,0.005561,0,0.333333,0,46,0.128219,59,0.000187
88218,88218,,2,0,2,4,0,4,0,0,0,0,0.010089,0,0,0,714,0.02596,12,0.000119
38055,38055,,3,3,6,14,14,28,2,0.6,0.666667,11.5,0.004552,0.00225,0.2,0,713,0.035218,130,0.000129
61096,61096,,4,1,5,9,4,13,0,0,0,0,0.017114,0,0.25,0,712,0.059364,129,0.000125
114434,114434,,5,1,6,11,5,16,0,0,0,0,0.007254,0,0.2,0,104,0.268872,129,0.000334
59666,59666,,2,1,3,3,2,5,0,0,0,0,0.003801,0,0.5,0,711,0.02596,129,0.000114
72000,72000,,5,1,6,13,7,20,0,0,0,0,0.024566,0,0.2,0,538,0.114708,129,0.000141
61250,61250,,5,1,6,7,3,10,0,0,0,0,0.012583,0,0.2,0,710,0.079022,198,0.000145
78182,78182,,3,1,4,15,13,28,0,0,0,0,0.003849,0,0.333333,0,455,0.053062,130,0.000154
107591,107591,,2,1,3,5,4,9,0,0,0,0,0.003801,0,0.5,0,709,0.02596,129,0.000114
102781,102781,,5,0,5,6,0,6,0,0,0,0,0.019971,0,0,0,50,0.048602,129,0.000155
117119,117119,,3,1,4,8,6,14,0,0,0,0,0.008349,0,0.333333,0,708,0.042662,129,0.000121
70551,70551,,3,1,4,5,3,8,0,0,0,0,0.005876,0,0.333333,0,707,0.042662,133,0.000123
86944,86944,,3,1,4,12,9,21,0,0,0,0,0.004081,0,0.333333,0,706,0.042662,8,0.000129
127659,127659,,5,1,6,14,10,24,0,0,0,0,0.019567,0,0.2,0,511,0.079022,133,0.000227
69032,69032,,2,1,3,4,2,6,0,0,0,0,0.003801,0,0.5,0,705,0.02596,129,0.000114
43960,43960,,5,1,6,8,4,12,0,0,0,0,0.006237,0,0.2,0,704,0.068622,105,0.00017
127947,127947,,3,1,4,5,3,8,0,0,0,0,0.006462,0,0.333333,0,703,0.035218,133,0.000125
25538,25538,,1,1,2,8,8,16,0,0,0,0,0,0,0,70,718,0.009258,77,0.000112
33732,33732,,0,28,28,0,33,33,2,0.85,0.911765,0,0,0.100724,0,0,732,0,125,0.000112
122603,122603,,4,1,5,13,6,19,0,0,0,0,0.010494,0,0.25,0,651,0.089029,125,0.00021
116764,116764,,2,1,3,2,1,3,0,0,0,0,0.009271,0,0.5,0,731,0.018516,125,0.000115
92713,92713,,2,1,3,3,2,5,0,0,0,0,0.009271,0,0.5,0,730,0.018516,125,0.000115
111639,111639,,2,1,3,2,1,3,0,0,0,0,0.009271,0,0.5,0,729,0.018516,125,0.000115
39371,39371,,3,1,4,4,2,6,0,0,0,0,0.015384,0,0.333333,0,728,0.035218,212,0.00012
47012,47012,,4,1,5,4,1,5,0,0,0,0,0.015759,0,0.25,0,727,0.037032,125,0.000135
106281,106281,,4,1,5,9,6,15,0,0,0,0,0.01006,0,0.25,0,133,0.069003,8,0.000164
85682,85682,,3,1,4,6,2,8,0,0,0,0,0.01184,0,0.333333,0,726,0.027774,125,0.000124
48956,48956,,3,1,4,5,2,7,0,0,0,0,0.01972,0,0.333333,0,725,0.035218,129,0.000118
36545,36545,,3,1,4,10,4,14,0,0,0,0,0.085469,0,0.333333,0,724,0.035218,173,0.000116
36875,36875,,3,2,5,5,3,8,1,1,1,2,0.010653,0.000044,0.25,0,723,0.035218,125,0.000135
86235,86235,,2,1,3,4,3,7,0,0,0,0,0.009271,0,0.5,0,721,0.018516,125,0.000115
62576,62576,,2,1,3,2,1,3,0,0,0,0,0.009271,0,0.5,0,720,0.018516,125,0.000115
53242,53242,,2,1,3,2,1,3,0,0,0,0,0.009271,0,0.5,0,719,0.018516,125,0.000115
83813,83813,,3,1,4,3,1,4,0,0,0,0,0.003081,0,0.333333,0,204,0.112502,105,0.000156
85998,85998,,3,1,4,4,1,5,0,0,0,0,0.008663,0,0.333333,0,203,0.105058,51,0.00016
987,987,,1,3,4,1,4,5,4,0.363636,0.458333,0,0,0.004027,0.333333,0,733,0.009258,121,0.000112
17389,17389,,0,7,7,0,8,8,3,0.636364,0.738095,0,0,0.001698,0,0,741,0,105,0.000112
21632,21632,,2,3,5,5,9,14,2,0.75,0.833333,3,0.000156,0.004214,0.25,0,740,0.018516,105,0.000126
97113,97113,,6,1,7,22,12,34,0,0,0,0,0.006448,0,0.166667,0,21,0.12025,105,0.000216
47846,47846,,2,1,3,6,5,11,0,0,0,0,0.000156,0,0.5,0,738,0.018516,105,0.000126
18097,18097,,3,5,8,10,12,22,1,1,1,8,0.001894,0.027161,0.142857,0,737,0.027774,121,0.00014
31100,31100,,2,1,3,2,1,3,0,0,0,0,0.000156,0,0.5,0,734,0.018516,105,0.000126
1975282,1975282,,0,2,2,0,2,2,4,0.455556,0.485772,0,0,0.0008,0,0,743,0,112,0.000112
23574,23574,,1,1,2,1,2,3,1,1,1,0.5,0.000074,0.000821,0,0,742,0.004126,112,0.000161
41981,41981,,1,5,6,4,9,13,3,0.636364,0.761905,0,0,0.009229,0.2,0,745,0.009258,118,0.000112
48082,48082,,5,2,7,14,10,24,2,0.666667,0.75,10,0.010818,0.000745,0.166667,0,744,0.068622,118,0.000246
107529,107529,,1,2,3,1,2,3,1,1,1,0,0,0.000764,0.5,0,747,0.009258,173,0.000112
108741,108741,,3,1,4,11,9,20,0,0,0,0,0.008302,0,0.333333,0,746,0.063461,173,0.000166
123914,123914,,1,1,2,8,8,16,0,0,0,0,0,0,0,71,748,0.009258,78,0.000112
50186,50186,,1,1,2,2,2,4,0,0,0,0,0,0,0,72,749,0.009258,79,0.000112
115726,115726,,1,1,2,1,1,2,0,0,0,0,0,0,0,73,750,0.009258,80,0.000112
66575,66575,,1,3,4,1,3,4,1,1,1,0,0,0.001079,0.333333,0,753,0.009258,118,0.000112
91748,91748,,2,1,3,24,23,47,0,0,0,0,0.000099,0,0.5,0,752,0.02596,118,0.000145
69907,69907,,4,1,5,4,1,5,0,0,0,0,0.011626,0,0.25,0,751,0.077208,118,0.000167
99354,99354,,1,2,3,1,2,3,1,1,1,0,0,0,0.5,74,755,0.009258,81,0.000112
108449,108449,,2,1,3,2,1,3,0,0,0,0,0,0,0.5,74,754,0.02596,81,0.000161
1053,1053,,0,27,27,0,37,37,4,0.75,0.863426,0,0,0.101061,0.004274,0,760,0,82,0.000112
5302,5302,,3,3,6,9,9,18,2,0.75,0.833333,3,0.014651,0.013803,0.25,0,759,0.035218,121,0.000121
51230,51230,,3,1,4,5,2,7,0,0,0,0,0.009587,0,0.333333,0,758,0.035218,82,0.000126
55327,55327,,4,1,5,10,7,17,0,0,0,0,0.01246,0,0.25,0,591,0.075686,105,0.000163
30497,30497,,4,1,5,4,1,5,0,0,0,0,0.012497,0,0.25,0,757,0.06232,82,0.000249
44084,44084,,3,3,6,39,36,75,1,1,1,3,0.0855,0.008039,0.25,0,756,0.035218,82,0.000116
113535,113535,,6,1,7,11,5,16,0,0,0,0,0.034291,0,0.166667,0,186,0.23886,133,0.000217
42019,42019,,1,1,2,1,1,2,0,0,0,0,0,0,0,75,761,0.009258,83,0.000112
25646,25646,,0,5,5,0,5,5,1,1,1,0,0,0,0,12,766,0,14,0.000112
113280,113280,,1,0,1,1,0,1,0,0,0,0,0,0,0,12,765,0.004126,14,0.000132
117588,117588,,1,0,1,1,0,1,0,0,0,0,0,0,0,12,764,0.004126,14,0.000132
92714,92714,,2,1,3,25,24,49,0,0,0,0,0,0,0.5,12,763,0.018516,14,0.000132
76559,76559,,2,1,3,4,3,7,0,0,0,0,0,0,0.5,12,762,0.018516,14,0.000132
99379,99379,,1,1,2,1,1,2,0,0,0,0,0,0,0,76,767,0.009258,84,0.000112
25660,25660,,1,1,2,1,1,2,0,0,0,0,0,0,0,77,768,0.009258,85,0.000112
115781,115781,,1,1,2,3,3,6,0,0,0,0,0,0,0,78,769,0.009258,86,0.000112
33863,33863,,1,1,2,12,12,24,0,0,0,0,0,0,0,79,770,0.009258,87,0.000112
2204759,2204759,,1,1,2,1,1,2,0,0,0,0,0,0,0,80,771,0.009258,88,0.000112
54491,54491,,3,5,8,11,14,25,1,1,1,19,0.000856,0.027252,0.142857,0,594,0.070905,105,0.000172
50272,50272,,1,3,4,1,3,4,2,0.75,0.833333,0,0,0.007574,0.333333,0,772,0.009258,118,0.000112
121793,121793,,4,1,5,7,4,11,0,0,0,0,0.078712,0,0.25,0,217,0.167564,118,0.000213
74849,74849,,1,1,2,2,2,4,0,0,0,0,0,0,0,81,773,0.009258,89,0.000112
1123,1123,,0,2,2,0,3,3,1,1,1,0,0,0.019719,0,0,775,0,119,0.000112
65412,65412,,4,1,5,13,5,18,0,0,0,0,0.00343,0,0.25,0,774,0.05192,212,0.000184
9328,9328,,1,3,4,8,10,18,2,0.625,0.7,0,0,0.000008,0.333333,0,779,0.009258,74,0.000112
11256,11256,,3,4,7,4,5,9,1,1,1,6,0.000089,0.009552,0.2,0,778,0.042662,74,0.00017
27805,27805,,2,1,3,4,3,7,0,0,0,0,0.000001,0,0.5,0,776,0.02596,74,0.000145
74865,74865,,1,2,3,3,4,7,1,1,1,0,0,0.008415,0.5,0,780,0.009258,173,0.000112
17523,17523,,1,1,2,3,3,6,0,0,0,0,0,0,0,82,781,0.009258,90,0.000112
66680,66680,,1,1,2,4,4,8,0,0,0,0,0,0,0,83,782,0.009258,91,0.000112
91265,91265,,1,2,3,1,2,3,1,1,1,0,0,0,0.5,84,784,0.009258,92,0.000112
119365,119365,,2,1,3,4,3,7,0,0,0,0,0,0,0.5,84,783,0.02596,92,0.000161
83075,83075,,1,1,2,5,5,10,0,0,0,0,0,0,0,85,785,0.009258,93,0.000112
74894,74894,,1,1,2,3,3,6,0,0,0,0,0,0,0,86,786,0.009258,94,0.000112
25749,25749,,1,1,2,14,14,28,0,0,0,0,0,0,0,87,787,0.009258,95,0.000112
66731,66731,,1,1,2,2,2,4,0,0,0,0,0,0,0,88,788,0.009258,96,0.000112
58544,58544,,1,1,2,2,2,4,0,0,0,0,0,0,0,89,789,0.009258,97,0.000112
25781,25781,,1,1,2,1,1,2,0,0,0,0,0,0,0,90,790,0.009258,98,0.000112
18658,18658,,3,1,4,6,4,10,0,0,0,0,0.008302,0,0.333333,0,659,0.061149,105,0.000218
44038,44038,,3,1,4,5,3,8,0,0,0,0,0.012122,0,0.333333,0,145,0.060506,74,0.000122
72731,72731,,4,1,5,4,1,5,0,0,0,0,0.01114,0,0.25,0,144,0.069764,125,0.000133
4161,4161,,1,1,2,1,1,2,1,1,1,0.5,0.007574,0.024675,0,0,142,0.021834,74,0.000115
3191,3191,,2,1,3,5,4,9,0,0,0,0,0.007574,0,0.5,0,140,0.043804,74,0.000115
86154,86154,,2,4,6,4,6,10,1,1,1,9,0.007574,0.003987,0.2,0,139,0.043804,82,0.000115
26039,26039,,2,3,5,5,6,11,1,1,1,6,0.007574,0.005538,0.25,0,134,0.043804,8,0.000115
93896,93896,,2,0,2,3,0,3,0,0,0,0,0.0168,0,0,0,131,0.036224,74,0.00012
3857,3857,,2,6,8,2,6,8,3,0.611111,0.712121,25.5,0.007574,0.008328,0.142857,0,128,0.043804,74,0.000115
102207,102207,,3,1,4,7,4,11,0,0,0,0,0.007764,0,0.333333,0,117,0.060506,74,0.000148
4580,4580,,1,0,1,1,0,1,0,0,0,0,0.007574,0,0,0,116,0.021834,74,0.000115
2959,2959,,3,3,6,7,7,14,3,0.475,0.517544,70.5,0.010891,0.009037,0.2,0,115,0.060506,208,0.00012
5469,5469,,2,1,3,2,1,3,0,0,0,0,0.007574,0,0.5,0,92,0.043804,74,0.000115
2469,2469,,2,6,8,9,12,21,2,0.777778,0.857143,11.5,0.007574,0.051648,0.166667,0,91,0.043804,74,0.000115
18859,18859,,1,0,1,1,0,1,0,0,0,0,0.007574,0,0,0,86,0.021834,74,0.000115
42219,42219,,1,1,2,3,3,6,0,0,0,0,0,0,0,91,791,0.009258,99,0.000112
42229,42229,,1,1,2,23,23,46,0,0,0,0,0,0,0,92,792,0.009258,100,0.000112
1291,1291,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,0,0,794,0,130,0.000112
7565,7565,,2,2,4,10,10,20,1,1,1,1,0,0.000401,0.333333,0,793,0.018516,130,0.000211
1293,1293,,0,3,3,0,3,3,2,0.8,0.875,0,0,0.000938,0,0,795,0,70,0.000112
34065,34065,,0,9,9,0,11,11,1,1,1,0,0,0.042585,0,0,796,0,82,0.000112
53915,53915,,8,1,9,9,2,11,0,0,0,0,0.017083,0,0.125,0,123,0.113479,74,0.000278
66841,66841,,1,1,2,1,1,2,0,0,0,0,0,0,0,93,797,0.009258,101,0.000112
214303,214303,,1,1,2,1,1,2,0,0,0,0,0,0,0,94,798,0.009258,102,0.000112
58656,58656,,1,1,2,2,2,4,0,0,0,0,0,0,0,95,799,0.009258,103,0.000112
124192,124192,,1,1,2,2,2,4,0,0,0,0,0,0,0,96,800,0.009258,104,0.000112
1334,1334,,0,4,4,0,4,4,3,0.666667,0.805556,0,0,0.012123,0,0,803,0,19,0.000112
15541,15541,,3,1,4,9,7,16,0,0,0,0,0.005087,0,0.333333,0,802,0.035218,19,0.000144
17803,17803,,2,2,4,2,2,4,2,0.666667,0.75,2,0.001116,0.000745,0.333333,0,801,0.018516,19,0.000137
1337,1337,,1,24,25,3,36,39,4,0.541353,0.633102,0,0,0.028235,0.043478,0,815,0.009258,105,0.000112
116483,116483,,2,1,3,6,5,11,0,0,0,0,0.002599,0,0.5,0,814,0.02596,105,0.000116
1542,1542,,2,1,3,7,6,13,0,0,0,0,0.002599,0,0.5,0,813,0.02596,105,0.000116
42921,42921,,2,1,3,9,8,17,0,0,0,0,0.002599,0,0.5,0,812,0.02596,105,0.000116
105265,105265,,4,1,5,7,4,11,0,0,0,0,0.004169,0,0.25,0,553,0.077208,19,0.000157
27727,27727,,2,6,8,4,8,12,2,0.647059,0.727273,5.5,0.002599,0.02499,0.142857,0,811,0.02596,173,0.000116
2908,2908,,2,1,3,12,11,23,0,0,0,0,0.002599,0,0.5,0,810,0.02596,105,0.000116
2533756,2533756,,2,2,4,5,5,10,1,1,1,1,0.002599,0,0.333333,0,809,0.02596,105,0.000116
14728,14728,,3,2,5,6,4,10,2,0.666667,0.75,4,0.004448,0.000911,0.25,0,808,0.042662,105,0.000122
40619,40619,,5,1,6,13,8,21,0,0,0,0,0.010537,0,0.2,0,735,0.08351,121,0.000247
7598,7598,,3,1,4,3,1,4,0,0,0,0,0.002801,0,0.333333,0,807,0.042662,1,0.000141
31423,31423,,2,1,3,2,1,3,0,0,0,0,0.002599,0,0.5,0,806,0.02596,105,0.000116
86751,86751,,11,1,12,46,31,77,0,0,0,0,0.028759,0,0.1,0,118,0.314448,133,0.000464
38124,38124,,3,1,4,15,9,24,0,0,0,0,0.011825,0,0.333333,0,805,0.050106,105,0.00012
3839,3839,,2,2,4,4,4,8,1,1,1,1,0.002599,0.000213,0.333333,0,804,0.02596,105,0.000116
9530,9530,,1,12,13,2,14,16,2,0.648649,0.729167,0,0,0.022077,0.090909,0,820,0.009258,198,0.000112
14089,14089,,4,1,5,17,14,31,0,0,0,0,0.003914,0,0.25,0,819,0.059364,198,0.000176
38940,38940,,8,1,9,41,33,74,0,0,0,0,0.088189,0,0.142857,0,420,0.174453,173,0.000237
23072,23072,,6,7,13,17,21,38,1,1,1,56,0.011982,0.023237,0.090909,0,339,0.141049,118,0.000254
29157,29157,,3,1,4,5,3,8,0,0,0,0,0.07823,0,0.333333,0,818,0.042662,198,0.000121
59634,59634,,2,1,3,6,5,11,0,0,0,0,0.002032,0,0.5,0,817,0.02596,198,0.00012
96723,96723,,6,1,7,12,4,16,0,0,0,0,0.016505,0,0.166667,0,816,0.085324,119,0.000198
107834,107834,,1,1,2,7,7,14,0,0,0,0,0,0,0,97,821,0.009258,106,0.000112
66878,66878,,1,1,2,3,3,6,0,0,0,0,0,0,0,98,822,0.009258,107,0.000112
42303,42303,,1,2,3,16,17,33,1,1,1,0,0,0.001519,0.5,0,823,0.009258,119,0.000112
42304,42304,,1,3,4,2,4,6,1,1,1,0,0,0.025771,0.333333,0,824,0.009258,129,0.000112
75073,75073,,1,1,2,3,3,6,0,0,0,0,0,0,0,99,825,0.009258,108,0.000112
14278,14278,,2,1,3,2,1,3,0,0,0,0,0.000528,0,0.5,0,179,0.061647,74,0.000138
11702,11702,,2,3,5,6,7,13,1,1,1,8.5,0.000528,0.003802,0.25,0,177,0.061647,74,0.000138
9536,9536,,0,7,7,0,7,7,4,0.45098,0.57971,0,0,0.018876,0,0,830,0,121,0.000112
56778,56778,,2,1,3,8,7,15,0,0,0,0,0.001737,0,0.5,0,829,0.018516,121,0.000126
1127460,1127460,,3,1,4,12,10,22,0,0,0,0,0.010964,0,0.333333,0,828,0.042662,121,0.00013
11956,11956,,2,3,5,13,14,27,2,0.75,0.833333,3,0.001737,0.010032,0.25,0,827,0.018516,125,0.000126
17729,17729,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000011,0,0,831,0,70,0.000112
1811818,1811818,,1,1,2,1,1,2,0,0,0,0,0,0,0,100,832,0.009258,109,0.000112
116087,116087,,1,1,2,1,1,2,0,0,0,0,0,0,0,101,833,0.009258,110,0.000112
81520,81520,,6,2,8,14,10,24,1,1,1,20.5,0.008099,0.002442,0.142857,0,110,0.245326,19,0.000342
122422,122422,,5,1,6,6,2,8,0,0,0,0,0.000283,0,0.2,0,40,0.222159,121,0.000429
1432,1432,,1,9,10,13,21,34,3,0.488889,0.55303,0,0,0.003096,0.111111,0,848,0.009258,51,0.000112
87383,87383,,3,1,4,6,4,10,0,0,0,0,0.00322,0,0.333333,0,847,0.035218,51,0.000137
108584,108584,,3,1,4,4,2,6,0,0,0,0,0.00171,0,0.333333,0,846,0.042662,51,0.000143
18393,18393,,3,27,30,6,35,41,2,0.782609,0.861111,72,0.000395,0.089441,0.034483,0,845,0.042662,173,0.000143
145470,145470,,2,1,3,2,1,3,0,0,0,0,0.000285,0,0.5,0,834,0.02596,51,0.000123
17826,17826,,0,1,1,0,1,1,4,0.425532,0.455556,0,0,0,0,0,877,0,118,0.000112
18771,18771,,2,44,46,10,78,88,3,0.728395,0.847458,59,0,0.100244,0.022727,0,876,0.018516,118,0.000211
34211,34211,,1,15,16,4,25,29,2,0.888889,0.9375,0,0,0.049412,0.066667,0,884,0.009258,19,0.000112
62096,62096,,3,1,4,4,1,5,0,0,0,0,0.005686,0,0.333333,0,883,0.042662,129,0.000128
52051,52051,,2,1,3,4,3,7,0,0,0,0,0.004548,0,0.5,0,882,0.02596,19,0.000118
111133,111133,,3,1,4,6,4,10,0,0,0,0,0.015064,0,0.333333,0,881,0.042662,19,0.000121
108088,108088,,2,1,3,3,2,5,0,0,0,0,0.004548,0,0.5,0,880,0.02596,19,0.000118
54844,54844,,2,1,3,2,1,3,0,0,0,0,0.004548,0,0.5,0,879,0.02596,19,0.000118
88821,88821,,3,1,4,6,4,10,0,0,0,0,0.080746,0,0.333333,0,878,0.042662,19,0.000119
17832,17832,,0,8,8,0,10,10,3,0.538462,0.619048,0,0,0.018521,0.017857,0,887,0,212,0.000112
23309,23309,,6,1,7,22,17,39,0,0,0,0,0.00889,0,0.166667,0,886,0.07788,212,0.00025
63309,63309,,2,3,5,5,6,11,1,1,1,2,0.001705,0.00471,0.25,0,885,0.018516,8,0.000124
34219,34219,,1,1,2,8,8,16,0,0,0,0,0,0,0,102,888,0.009258,111,0.000112
58803,58803,,0,1,1,0,1,1,1,1,1,0,0,0.019403,0,0,889,0,119,0.000112
1471,1471,,1,10,11,1,11,12,6,0.425,0.554902,0,0,0.006946,0.1,0,893,0.009258,208,0.000112
23970,23970,,4,1,5,7,1,8,0,0,0,0,0.00314,0,0.25,0,892,0.059364,212,0.000134
4273,4273,,1,0,1,1,0,1,0,0,0,0,0.000639,0,0,0,891,0.009258,208,0.000122
55094,55094,,4,1,5,7,4,11,0,0,0,0,0.0085,0,0.25,0,890,0.087607,208,0.000134
12514,12514,,2,0,2,2,0,2,0,0,0,0,0.000989,0,0,0,176,0.036495,74,0.00017
46706,46706,,6,2,8,17,8,25,1,1,1,11,0.016649,0.001644,0.166667,0,260,0.191635,112,0.000208
107970,107970,,1,1,2,2,2,4,0,0,0,0,0,0,0,103,894,0.009258,113,0.000112
38256,38256,,2,1,3,3,1,4,0,0,0,0,0.003643,0,0.5,0,683,0.033404,129,0.000128
5023,5023,,2,2,4,8,9,17,2,0.666667,0.75,4,0.003643,0,0.333333,0,681,0.033404,208,0.000128
26074,26074,,1,1,2,1,1,2,0,0,0,0,0,0,0,104,895,0.009258,114,0.000112
58843,58843,,1,1,2,1,1,2,0,0,0,0,0,0,0,105,896,0.009258,115,0.000112
1500,1500,,1,3,4,1,3,4,2,0.75,0.833333,0,0,0.000629,0.333333,0,899,0.009258,198,0.000112
47161,47161,,5,1,6,8,4,12,0,0,0,0,0.001139,0,0.2,0,898,0.076066,198,0.000201
6345,6345,,3,2,5,8,7,15,1,1,1,1,0.005698,0.004612,0.333333,0,897,0.042662,198,0.00015
124388,124388,,1,1,2,1,1,2,0,0,0,0,0,0,0,106,900,0.009258,116,0.000112
50685,50685,,1,2,3,2,3,5,1,1,1,0,0,0.002442,0.5,0,901,0.009258,12,0.000112
132613,132613,,0,1,1,0,2,2,1,1,1,0,0,0.000925,0,0,902,0,133,0.000112
122162,122162,,4,1,5,11,5,16,0,0,0,0,0.010046,0,0.333333,0,218,0.188362,133,0.000284
26133,26133,,1,1,2,3,3,6,0,0,0,0,0,0,0,107,903,0.009258,117,0.000112
50711,50711,,1,2,3,6,7,13,1,1,1,0,0,0.002325,0.5,0,904,0.009258,129,0.000112
34329,34329,,1,3,4,12,14,26,1,1,1,0,0,0.009179,0.333333,0,905,0.009258,19,0.000112
26143,26143,,1,2,3,2,3,5,1,1,1,0,0,0.000431,0.5,0,906,0.009258,59,0.000112
26160,26160,,1,11,12,8,21,29,3,0.736842,0.845238,0,0,0.029465,0.090909,0,911,0.009258,112,0.000112
45704,45704,,2,3,5,8,9,17,1,1,1,2,0.002712,0.025299,0.25,0,910,0.02596,212,0.000121
44938,44938,,3,1,4,4,2,6,0,0,0,0,0.010944,0,0.333333,0,840,0.063461,112,0.000126
56855,56855,,2,1,3,2,1,3,0,0,0,0,0.002712,0,0.5,0,909,0.02596,112,0.000121
42588,42588,,2,1,3,2,1,3,0,0,0,0,0.002712,0,0.5,0,908,0.02596,112,0.000121
