Id,Label,timeset,indegree,outdegree,Degree,clustering,eigencentrality,componentnumber,strongcompnum,modularity_class,pageranks,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub
38666,38666,,5,1,6,0.25,0.047703,0,335,25,0.000193,6,2,8,0,0,0,0,0.01832,0
56092,56092,,8,0,8,0.035714,0.120703,0,96,25,0.000428,9,0,9,0,0,0,0,0.023606,0
72510,72510,,3,0,3,0,0.006929,0,823,13,0.000302,3,0,3,0,0,0,0,0.007452,0
2635,2635,,8,13,21,0.076316,0.07517,0,652,3,0.0002,12,13,25,4,0.5,0.590426,361.051331,0.022344,0.031411
1038182,1038182,,19,0,19,0.017544,0.129006,0,249,30,0.000803,20,0,20,0,0,0,0,0.031289,0
6897,6897,,5,4,9,0.125,0.025434,0,711,3,0.000177,10,7,17,2,0.8,0.875,12.902381,0.013533,0.009033
5416,5416,,4,9,13,0.090909,0.029665,0,160,13,0.000225,6,12,18,3,0.555556,0.666667,117.728571,0.001234,0.031753
104015,104015,,59,0,59,0.010228,0.428312,0,157,25,0.001565,102,0,102,0,0,0,0,0.154119,0
338,338,,1,23,24,0.06917,0.002832,0,1032,3,0.000152,8,33,41,6,0.343396,0.394349,0,0,0.033951
47438,47438,,5,1,6,0.2,0.020631,0,506,37,0.00017,6,1,7,0,0,0,0,0.015755,0
81896,81896,,2,0,2,0,0.004747,0,1031,3,0.000164,2,0,2,0,0,0,0,0.005215,0
48082,48082,,23,5,28,0.051282,0.223281,0,195,25,0.000501,39,19,58,1,1,1,304.563138,0.067917,0.00589
33708,33708,,1,83,84,0.004303,0.002832,0,1030,1,0.000158,1,146,147,3,0.646552,0.76,95.454762,0.00169,0.225909
1053,1053,,2,19,21,0.065789,0.006769,0,1021,3,0.000158,7,31,38,7,0.247492,0.304344,30.292857,0.00169,0.054005
4273,4273,,1,2,3,0,0.002832,0,1019,13,0.000158,1,2,3,1,1,1,1.25,0.00169,0.010396
24520,24520,,3,0,3,0.166667,0.037464,0,647,3,0.0002,3,0,3,0,0,0,0,0.006914,0
78828,78828,,8,0,8,0.017857,0.041868,0,445,30,0.000186,11,0,11,0,0,0,0,0.037066,0
1942,1942,,3,37,40,0.043185,0.012804,0,819,15,0.000168,3,40,43,8,0.356112,0.436856,230.365065,0.002909,0.094728
16724,16724,,1,4,5,0.25,0.002832,0,1033,3,0.000152,1,4,5,1,1,1,0,0,0.003743
20955,20955,,4,1,5,0.25,0.024539,0,432,2,0.000206,10,6,16,0,0,0,0,0.004489,0
41308,41308,,1,2,3,0.5,0.002832,0,1034,25,0.000152,1,2,3,2,0.666667,0.75,0,0,0.000395
8542,8542,,1,7,8,0.142857,0.002832,0,1036,2,0.000152,1,7,8,7,0.308157,0.372806,0,0,0.006844
76700,76700,,1,0,1,0,0.002832,0,1035,2,0.000172,1,0,1,0,0,0,0,0.000341,0
57695,57695,,0,14,14,0.005495,0,0,1040,37,0.000152,0,23,23,2,0.818182,0.888889,0,0,0.019212
62237,62237,,6,1,7,0,0.045517,0,494,30,0.000214,6,1,7,1,1,1,29.983333,0.014578,0.001654
60982,60982,,1,0,1,0,0.001915,0,1039,37,0.000162,1,0,1,0,0,0,0,0.000956,0
108088,108088,,2,0,2,0,0.004747,0,1038,37,0.000164,2,0,2,0,0,0,0,0.011006,0
2204759,2204759,,2,1,3,0.5,0.005664,0,1037,37,0.000162,3,2,5,0,0,0,0,0.000956,0
62571,62571,,12,1,13,0.113636,0.119148,0,216,37,0.000277,14,3,17,0,0,0,0,0.028533,0
75863,75863,,5,0,5,0.05,0.022078,0,589,37,0.000359,9,0,9,0,0,0,0,0.018944,0
65412,65412,,12,1,13,0.090909,0.073445,0,240,37,0.000391,21,2,23,0,0,0,0,0.021172,0
94352,94352,,5,1,6,0.2,0.024526,0,525,37,0.000175,10,1,11,0,0,0,0,0.014453,0
68759,68759,,5,0,5,0,0.019109,0,497,37,0.000195,6,0,6,0,0,0,0,0.012208,0
61158,61158,,3,3,6,0.066667,0.013126,0,978,37,0.000255,5,4,9,1,1,1,24.142857,0.001813,0.004162
16742,16742,,0,4,4,0,0,0,1042,3,0.000152,0,4,4,5,0.302326,0.355385,0,0,0.004717
53870,53870,,2,4,6,0.2,0.005664,0,1041,30,0.000187,4,6,10,2,0.8,0.875,3.333333,0.000235,0.022604
82287,82287,,1,1,2,0,0.002832,14,1043,18,0.000152,4,4,8,0,0,0,0,0,0
24950,24950,,1,5,6,0.2,0.002832,0,1045,25,0.000152,2,7,9,1,1,1,0,0,0.003923
66056,66056,,2,1,3,0.5,0.006769,0,1044,25,0.00018,2,1,3,0,0,0,0,0.000195,0
26823,26823,,6,0,6,0,0.022916,0,677,25,0.000207,7,0,7,0,0,0,0,0.015352,0
53864,53864,,9,1,10,0.111111,0.054699,0,322,25,0.000263,13,4,17,0,0,0,0,0.019208,0
49529,49529,,0,1,1,0,0,0,1046,25,0.000152,0,1,1,1,1,1,0,0,0.001598
41338,41338,,1,5,6,0.2,0.002832,0,1055,2,0.000152,1,5,6,7,0.315615,0.380476,0,0,0.011038
43209,43209,,2,1,3,0.5,0.006769,0,1054,2,0.00018,2,1,3,0,0,0,0,0.000549,0
56183,56183,,3,0,3,0,0.007579,0,1053,2,0.000194,3,0,3,0,0,0,0,0.013494,0
41661,41661,,2,32,34,0.036932,0.006769,0,1052,30,0.00018,6,41,47,6,0.442308,0.600725,91,0.000549,0.05418
55847,55847,,4,3,7,0.047619,0.029075,0,695,1,0.000205,4,3,7,2,0.714286,0.8,71.784524,0.014807,0.004231
810,810,,2,16,18,0.069853,0.016485,0,753,3,0.000165,9,23,32,11,0.245421,0.313323,137.533009,0.000963,0.029354
4685,4685,,4,14,18,0.073529,0.032186,0,151,3,0.000201,6,18,24,5,0.385542,0.469271,535.179798,0.010209,0.02348
7028,7028,,9,1,10,0.138889,0.11835,0,63,3,0.000263,28,17,45,0,0,0,0,0.026107,0
147842,147842,,1,2,3,0.5,0.002832,0,1056,25,0.000152,2,3,5,3,0.477273,0.5,0,0,0.000955
47529,47529,,6,18,24,0.057312,0.08355,0,283,25,0.000251,6,20,26,2,0.869565,0.925,623.945161,0.019192,0.02341
82316,82316,,1,1,2,0,0.002832,15,1057,19,0.000152,1,1,2,0,0,0,0,0,0
98706,98706,,1,1,2,0,0.002832,16,1058,20,0.000152,4,4,8,0,0,0,0,0,0
49560,49560,,1,1,2,0,0.002832,17,1059,21,0.000152,7,7,14,0,0,0,0,0,0
98713,98713,,0,2,2,0,0,0,1061,1,0.000152,0,2,2,2,0.75,0.833333,0,0,0.000931
116671,116671,,2,2,4,0.333333,0.005664,0,1060,1,0.000222,3,3,6,1,1,1,1,0.000046,0.001116
97805,97805,,3,1,4,0.333333,0.022818,0,271,25,0.000188,3,1,4,0,0,0,0,0.001312,0
95663,95663,,7,0,7,0,0.055884,0,82,1,0.000269,8,0,8,0,0,0,0,0.009532,0
77466,77466,,6,1,7,0.166667,0.040348,0,17,25,0.000215,8,1,9,0,0,0,0,0.016192,0
105634,105634,,4,0,4,0,0.028939,0,255,25,0.00028,4,0,4,0,0,0,0,0.0021,0
108741,108741,,4,6,10,0.125,0.02491,0,575,25,0.000172,6,8,14,1,1,1,77.55,0.012605,0.001884
89303,89303,,10,0,10,0,0.084254,0,67,30,0.000276,11,0,11,0,0,0,0,0.026721,0
100835,100835,,1,2,3,0,0.005987,0,847,25,0.000162,1,2,3,1,1,1,5.583333,0.001137,0.007752
59753,59753,,2,7,9,0.041667,0.008819,0,846,2,0.000164,2,7,9,3,0.5625,0.666667,65.629304,0.011186,0.01099
115579,115579,,1,0,1,0,0.005987,0,843,25,0.000162,1,0,1,0,0,0,0,0.001137,0
104304,104304,,4,1,5,0.25,0.085105,0,153,25,0.000401,6,2,8,0,0,0,0,0.002762,0
100892,100892,,2,0,2,0,0.011994,0,743,25,0.000234,2,0,2,0,0,0,0,0.001649,0
2596,2596,,4,9,13,0.098485,0.022095,0,742,3,0.000182,8,12,20,3,0.56,0.630952,69.274405,0.005291,0.034012
107834,107834,,2,1,3,0.5,0.013495,0,740,3,0.000159,4,3,7,0,0,0,0,0.001263,0
62811,62811,,7,0,7,0,0.028085,0,739,2,0.000233,7,0,7,0,0,0,0,0.027881,0
38613,38613,,5,1,6,0.2,0.034008,0,658,3,0.00019,5,1,6,0,0,0,0,0.009214,0
30155,30155,,8,8,16,0.029167,0.034108,0,689,1,0.000188,10,11,21,2,0.833333,0.9,88.221429,0.042407,0.025291
64206,64206,,4,2,6,0,0.019161,0,688,2,0.000198,4,2,6,1,1,1,32.369048,0.005196,0.000893
58088,58088,,1,11,12,0,0.008617,0,684,25,0.000159,2,14,16,3,0.611111,0.727273,69.466667,0.001263,0.012009
90551,90551,,1,1,2,0,0.002832,18,1062,22,0.000152,1,1,2,0,0,0,0,0,0
16827,16827,,1,6,7,0.166667,0.002832,0,1064,31,0.000152,3,8,11,5,0.313901,0.37119,0,0,0.008097
22979,22979,,9,1,10,0.111111,0.042643,0,524,37,0.000242,11,2,13,0,0,0,0,0.028143,0
27221,27221,,4,1,5,0.25,0.022255,0,787,31,0.000196,4,1,5,0,0,0,0,0.005876,0
18687,18687,,2,3,5,0,0.005664,0,1063,30,0.000178,2,4,6,2,0.666667,0.75,8,0.008262,0.008984
102533,102533,,8,0,8,0.035714,0.041153,0,675,1,0.000266,8,0,8,0,0,0,0,0.032319,0
81306,81306,,9,1,10,0.111111,0.117392,0,199,13,0.000339,9,1,10,0,0,0,0,0.021871,0
83379,83379,,2,0,2,0,0.008088,0,887,45,0.000175,2,0,2,0,0,0,0,0.002009,0
111674,111674,,6,1,7,0.166667,0.038478,0,452,1,0.000202,13,5,18,0,0,0,0,0.020578,0
54844,54844,,6,0,6,0,0.042934,0,389,3,0.000214,6,0,6,0,0,0,0,0.021198,0
104181,104181,,7,0,7,0.02381,0.034482,0,265,2,0.000268,7,0,7,0,0,0,0,0.015328,0
46706,46706,,12,2,14,0.083333,0.085058,0,86,15,0.000255,13,3,16,1,1,1,29.716667,0.047262,0.000459
70329,70329,,5,0,5,0,0.030447,0,653,3,0.000209,5,0,5,0,0,0,0,0.014046,0
67179,67179,,4,0,4,0.083333,0.032377,0,621,3,0.000192,4,0,4,0,0,0,0,0.009273,0
99821,99821,,3,1,4,0.333333,0.013583,0,886,3,0.000167,4,2,6,0,0,0,0,0.004356,0
62192,62192,,9,1,10,0.111111,0.071338,0,15,13,0.000264,31,20,51,0,0,0,0,0.021741,0
53013,53013,,2,4,6,0.2,0.008088,0,987,13,0.00016,3,5,8,2,0.8,0.875,5.033333,0.000782,0.005489
25128,25128,,2,1,3,0.5,0.008088,0,986,37,0.00016,2,1,3,0,0,0,0,0.000782,0
20029,20029,,2,8,10,0,0.007223,0,761,37,0.000304,2,10,12,3,0.512821,0.641667,54.007576,0.000784,0.027752
88383,88383,,3,6,9,0.142857,0.01092,0,985,2,0.000162,3,6,9,1,1,1,10.366667,0.013116,0.006568
38466,38466,,2,0,2,0,0.005852,0,983,31,0.000167,2,0,2,0,0,0,0,0.003832,0
43222,43222,,2,8,10,0.111111,0.008088,0,982,25,0.00016,2,10,12,1,1,1,10.416667,0.000782,0.026026
26334,26334,,6,16,22,0.061905,0.041053,0,715,25,0.000188,7,18,25,3,0.576923,0.711111,274.784737,0.01895,0.041297
85287,85287,,6,1,7,0.166667,0.037312,0,208,30,0.000245,6,1,7,0,0,0,0,0.00885,0
62195,62195,,13,2,15,0.076923,0.07712,0,363,37,0.000323,16,4,20,1,1,1,50,0.038689,0.002234
104950,104950,,3,0,3,0,0.015176,0,568,37,0.000233,3,0,3,0,0,0,0,0.01094,0
54684,54684,,8,5,13,0.032051,0.072084,0,190,30,0.000309,9,11,20,1,1,1,174.151984,0.024038,0.017254
8668,8668,,1,6,7,0.166667,0.002832,0,1065,13,0.000152,3,8,11,7,0.266447,0.34759,0,0,0.004373
56737,56737,,7,1,8,0.142857,0.050196,0,252,13,0.000412,8,2,10,0,0,0,0,0.003396,0
79307,79307,,2,0,2,0,0.005664,0,1024,13,0.000177,2,0,2,0,0,0,0,0.01146,0
49628,49628,,0,1,1,0,0,0,1066,13,0.000152,0,1,1,1,1,1,0,0,0.000371
8670,8670,,1,11,12,0.109091,0.002832,0,1071,45,0.000152,3,17,20,5,0.44,0.570202,0,0,0.00588
41619,41619,,2,6,8,0.214286,0.006769,0,1070,37,0.000165,6,11,17,2,0.619048,0.692308,9,0.000293,0.004563
68612,68612,,3,3,6,0.1,0.03386,0,319,25,0.00025,3,3,6,1,1,1,104.791026,0.001091,0.009269
92837,92837,,2,0,2,0,0.011588,0,679,45,0.000171,2,0,2,0,0,0,0,0.003778,0
119365,119365,,2,0,2,0,0.005664,0,1069,45,0.000188,2,0,2,0,0,0,0,0.00071,0
32037,32037,,10,2,12,0.1,0.104926,0,346,13,0.000284,14,6,20,2,0.6,0.666667,41.136905,0.022797,0.0034
146652,146652,,1,0,1,0,0.002832,0,1068,45,0.000165,1,0,1,0,0,0,0,0.000293,0
91769,91769,,2,0,2,0,0.005664,0,1067,45,0.000167,6,0,6,0,0,0,0,0.010342,0
25066,25066,,1,5,6,0.2,0.002832,0,1073,31,0.000152,2,6,8,1,1,1,0,0,0.003163
61395,61395,,4,1,5,0.25,0.026203,0,548,31,0.000196,6,3,9,0,0,0,0,0.004978,0
78289,78289,,6,1,7,0.166667,0.035859,0,408,31,0.000216,6,1,7,0,0,0,0,0.009804,0
1811818,1811818,,1,0,1,0,0.002832,0,1072,31,0.00018,1,0,1,0,0,0,0,0.000157,0
115182,115182,,1,1,2,0,0.002832,19,1074,23,0.000152,1,1,2,0,0,0,0,0,0
33263,33263,,1,1,2,0,0.002832,20,1075,24,0.000152,2,2,4,0,0,0,0,0,0
42019,42019,,3,7,10,0.152778,0.013344,0,962,30,0.00016,4,8,12,5,0.366667,0.477778,69,0.010264,0.015562
34856,34856,,4,1,5,0.333333,0.023563,0,591,25,0.00016,5,1,6,0,0,0,0,0.023082,0
47161,47161,,11,3,14,0.089744,0.088147,0,334,25,0.000319,13,4,17,3,0.533333,0.604167,217.586695,0.04499,0.004893
116431,116431,,1,0,1,0,0.003937,0,961,37,0.000155,1,0,1,0,0,0,0,0.007568,0
32043,32043,,12,1,13,0.083333,0.114117,0,242,31,0.000321,16,4,20,0,0,0,0,0.035076,0
45963,45963,,18,1,19,0.065359,0.131756,0,221,30,0.000273,31,4,35,0,0,0,0,0.086077,0
87383,87383,,4,1,5,0.25,0.032673,0,351,37,0.000206,4,1,5,0,0,0,0,0.009665,0
61848,61848,,1,2,3,0.166667,0.003937,0,960,31,0.000155,1,3,4,3,0.444444,0.513889,2,0.007568,0.007258
70389,70389,,6,1,7,0.166667,0.041389,0,571,40,0.000207,11,3,14,0,0,0,0,0.011485,0
54736,54736,,8,2,10,0.055556,0.054734,0,284,25,0.000256,8,3,11,1,1,1,18.916667,0.021973,0.009911
96723,96723,,20,1,21,0.057895,0.177904,0,378,30,0.000622,22,2,24,0,0,0,0,0.060237,0
116483,116483,,1,0,1,0,0.003937,0,959,37,0.000155,1,0,1,0,0,0,0,0.007568,0
87582,87582,,12,1,13,0.113636,0.095378,0,296,37,0.00042,13,1,14,0,0,0,0,0.027649,0
59666,59666,,3,0,3,0,0.010707,0,958,37,0.000175,5,0,5,0,0,0,0,0.019311,0
65210,65210,,6,0,6,0,0.067504,0,357,37,0.000231,6,0,6,0,0,0,0,0.02127,0
42749,42749,,4,3,7,0.233333,0.023819,0,839,3,0.000206,8,7,15,4,0.351351,0.429487,59.5,0.008578,0.008998
42803,42803,,3,1,4,0.333333,0.013637,0,775,37,0.000162,4,1,5,0,0,0,0,0.010629,0
67386,67386,,7,4,11,0.1,0.033578,0,625,37,0.000207,7,4,11,2,0.8,0.875,48.233333,0.015879,0.003776
33611,33611,,1,6,7,0,0.003937,0,955,45,0.000155,1,6,7,5,0.397436,0.510215,15.5,0.007568,0.005415
37740,37740,,7,1,8,0.142857,0.086267,0,238,37,0.000179,10,1,11,0,0,0,0,0.040813,0
45974,45974,,5,1,6,0.2,0.037168,0,537,13,0.000196,6,1,7,0,0,0,0,0.020123,0
127479,127479,,1,1,2,0.5,0.003937,0,953,37,0.000155,1,1,2,1,1,1,0,0.007568,0.0019
8696,8696,,1,4,5,0.25,0.002832,0,1076,3,0.000152,1,4,5,2,0.714286,0.8,0,0,0.00727
8701,8701,,1,34,35,0.057932,0.002832,0,1083,30,0.000152,4,48,52,6,0.345813,0.418756,0,0,0.080886
46616,46616,,10,1,11,0.122222,0.082558,0,159,13,0.000231,18,5,23,0,0,0,0,0.04603,0
73299,73299,,7,1,8,0.166667,0.048325,0,143,30,0.000274,8,1,9,0,0,0,0,0.013019,0
37472,37472,,5,4,9,0.125,0.039254,0,606,25,0.000178,7,6,13,1,1,1,39.502778,0.013318,0.009969
40120,40120,,17,0,17,0.055147,0.207819,0,103,30,0.000468,26,0,26,0,0,0,0,0.046657,0
23072,23072,,35,14,49,0.053191,0.43205,0,110,37,0.00068,56,17,73,2,0.882353,0.933333,1389.755271,0.118846,0.039729
93896,93896,,3,0,3,0,0.041774,0,315,25,0.000219,3,0,3,0,0,0,0,0.009988,0
34509,34509,,1,46,47,0.010638,0.002832,0,1082,30,0.000156,1,103,104,5,0.567901,0.716304,45.166667,0.004025,0.109553
20003,20003,,7,4,11,0.133333,0.040547,0,441,30,0.000182,9,6,15,3,0.473684,0.537037,92.640873,0.030954,0.007785
56555,56555,,55,2,57,0.02987,0.636139,0,12,30,0.001877,67,3,70,1,1,1,226.916667,0.147823,0.000081
75073,75073,,2,0,2,0,0.005664,0,1077,30,0.000163,2,0,2,0,0,0,0,0.006646,0
61250,61250,,7,1,8,0.142857,0.030045,0,305,30,0.00024,7,1,8,0,0,0,0,0.027917,0
15667,15667,,8,1,9,0.160714,0.059281,0,132,30,0.000217,9,1,10,0,0,0,0,0.014742,0
38892,38892,,14,2,16,0.071429,0.076555,0,127,30,0.000351,18,5,23,1,1,1,9.961111,0.046583,0.003118
110685,110685,,3,0,3,0,0.015478,0,574,1,0.00024,3,0,3,0,0,0,0,0.012505,0
55891,55891,,12,1,13,0.113636,0.15731,0,214,13,0.000416,14,2,16,0,0,0,0,0.030243,0
118364,118364,,2,2,4,0.333333,0.010012,0,832,37,0.00016,2,2,4,1,1,1,3.166667,0.002568,0.000426
127659,127659,,7,1,8,0.142857,0.029292,0,830,1,0.000421,8,2,10,0,0,0,0,0.012609,0
72871,72871,,9,0,9,0.013889,0.09308,0,194,31,0.000462,9,0,9,0,0,0,0,0.011094,0
82474,82474,,0,1,1,0,0,0,1084,37,0.000152,0,1,1,1,1,1,0,0,0.0019
8753,8753,,0,6,6,0.033333,0,0,1087,37,0.000152,0,6,6,3,0.5,0.571429,0,0,0.004712
25498,25498,,1,1,2,0,0.001915,0,1086,37,0.000175,1,1,2,1,1,1,1,0.000234,0.000943
121492,121492,,2,1,3,0.5,0.005664,0,1085,37,0.000175,2,1,3,0,0,0,0,0.000234,0
88493,88493,,12,1,13,0.090909,0.157041,0,167,3,0.000457,13,2,15,0,0,0,0,0.014683,0
25148,25148,,0,5,5,0,0,0,1088,30,0.000152,0,5,5,3,0.473684,0.54321,0,0,0.019402
46411,46411,,13,1,14,0.096154,0.104635,0,140,2,0.000303,22,2,24,0,0,0,0,0.038258,0
47738,47738,,15,5,20,0.070175,0.166078,0,197,2,0.000576,15,5,20,1,1,1,280.329711,0.028043,0.007814
64873,64873,,18,1,19,0.088235,0.36712,0,42,25,0.000875,20,2,22,0,0,0,0,0.0427,0
74314,74314,,0,9,9,0,0,0,1089,25,0.000152,0,15,15,2,0.909091,0.95,0,0,0.016983
128070,128070,,5,2,7,0.166667,0.026813,0,220,25,0.000188,17,11,28,1,1,1,27.5,0.013969,0.00023
111691,111691,,13,1,14,0.089744,0.095297,0,415,25,0.000473,19,1,20,0,0,0,0,0.018152,0
111438,111438,,7,0,7,0,0.029654,0,241,13,0.000301,8,0,8,0,0,0,0,0.009591,0
122238,122238,,18,1,19,0.065359,0.156905,0,65,25,0.000617,23,1,24,0,0,0,0,0.030046,0
89752,89752,,24,1,25,0.047101,0.247293,0,18,25,0.000825,34,4,38,0,0,0,0,0.045046,0
95242,95242,,3,1,4,0.333333,0.01251,0,868,3,0.000168,3,1,4,0,0,0,0,0.005781,0
88096,88096,,22,1,23,0.051948,0.161076,0,25,1,0.000983,30,7,37,0,0,0,0,0.028999,0
21699,21699,,7,3,10,0.152778,0.082663,0,511,37,0.000272,7,3,10,1,1,1,16.078571,0.024897,0.002037
1695,1695,,3,45,48,0.043478,0.0242,0,727,3,0.000159,45,97,142,6,0.344828,0.4105,535.284919,0.009759,0.112771
3244,3244,,2,8,10,0.152778,0.009678,0,867,3,0.000156,3,19,22,4,0.42,0.56746,9.902381,0.004368,0.009941
1786,1786,,2,30,32,0.045161,0.009678,0,865,3,0.000156,7,41,48,6,0.325536,0.377778,147.621365,0.004368,0.057249
14606,14606,,20,9,29,0.087302,0.245523,0,111,3,0.000382,26,12,38,3,0.516667,0.596774,1076.572251,0.073773,0.036116
8976,8976,,2,8,10,0.125,0.009678,0,864,3,0.000156,3,9,12,7,0.28827,0.340476,28.15119,0.004368,0.013805
23826,23826,,3,0,3,0,0.017346,0,425,13,0.000205,3,0,3,0,0,0,0,0.007591,0
26683,26683,,2,1,3,0,0.008117,0,862,30,0.000158,2,1,3,1,1,1,5,0.012228,0.000135
238948,238948,,5,1,6,0.2,0.021491,0,861,37,0.000169,10,6,16,0,0,0,0,0.020419,0
39289,39289,,8,4,12,0.136364,0.049164,0,469,3,0.000243,11,7,18,2,0.636364,0.714286,47.95,0.025353,0.005981
113535,113535,,11,1,12,0.1,0.128898,0,117,3,0.000463,11,1,12,0,0,0,0,0.022029,0
8815,8815,,1,31,32,0.037634,0.002832,0,1096,25,0.000152,1,35,36,5,0.360825,0.47381,0,0,0.060845
26133,26133,,2,4,6,0.3,0.006769,0,1095,25,0.000157,2,4,6,4,0.466667,0.630952,1,0.003028,0.005033
126564,126564,,1,0,1,0,0.002832,0,1094,25,0.000157,1,0,1,0,0,0,0,0.003028,0
117588,117588,,1,0,1,0,0.002832,0,1093,25,0.000157,1,0,1,0,0,0,0,0.003028,0
35903,35903,,5,2,7,0.095238,0.019923,0,590,25,0.000184,6,2,8,1,1,1,5.25,0.030931,0.008692
143030,143030,,3,1,4,0.333333,0.014096,0,769,25,0.00016,3,1,4,0,0,0,0,0.006798,0
46675,46675,,4,0,4,0,0.011328,0,1092,37,0.000176,4,0,4,0,0,0,0,0.009888,0
80222,80222,,10,1,11,0.122222,0.148896,0,47,1,0.000373,11,1,12,0,0,0,0,0.019815,0
110976,110976,,14,1,15,0.076923,0.083678,0,478,25,0.00034,18,2,20,0,0,0,0,0.038806,0
56256,56256,,8,1,9,0.142857,0.141973,0,113,13,0.000327,28,21,49,0,0,0,0,0.017973,0
117399,117399,,4,0,4,0,0.020739,0,618,25,0.000184,4,0,4,0,0,0,0,0.00852,0
95944,95944,,6,0,6,0,0.020447,0,622,25,0.000202,7,0,7,0,0,0,0,0.017587,0
105662,105662,,3,1,4,0.333333,0.010707,0,1091,25,0.000164,4,2,6,0,0,0,0,0.005461,0
53915,53915,,14,1,15,0.082418,0.129514,0,191,40,0.000355,29,5,34,0,0,0,0,0.030458,0
53960,53960,,4,1,5,0.25,0.020204,0,480,25,0.000163,10,3,13,0,0,0,0,0.018604,0
112377,112377,,4,2,6,0.2,0.020204,0,475,25,0.000196,5,3,8,1,1,1,38.6,0.006816,0.000005
42229,42229,,4,1,5,0.25,0.014644,0,1090,31,0.000176,11,7,18,0,0,0,0,0.006216,0
82548,82548,,0,8,8,0,0,0,1099,25,0.000152,0,12,12,1,1,1,0,0,0.012033
118175,118175,,1,0,1,0,0.001915,0,1098,25,0.00017,1,0,1,0,0,0,0,0.000599,0
129238,129238,,8,1,9,0.125,0.059787,0,219,1,0.000471,8,1,9,0,0,0,0,0.004617,0
111896,111896,,7,1,8,0.142857,0.042324,0,601,30,0.000234,7,1,8,0,0,0,0,0.010981,0
100747,100747,,3,1,4,0.333333,0.009601,0,1097,25,0.000171,5,3,8,0,0,0,0,0.010649,0
44673,44673,,12,2,14,0.089744,0.084382,0,309,30,0.000259,20,4,24,1,1,1,38.333333,0.040031,0.001258
120800,120800,,5,1,6,0.2,0.028317,0,266,2,0.000235,6,1,7,0,0,0,0,0.01395,0
21380,21380,,3,0,3,0,0.021479,0,538,13,0.000162,3,0,3,0,0,0,0,0.025548,0
53794,53794,,5,2,7,0.2,0.028052,0,587,25,0.000174,7,3,10,1,1,1,4,0.018332,0.002044
26039,26039,,1,6,7,0.02381,0.002832,0,974,13,0.000158,1,6,7,4,0.466667,0.575397,10.57619,0.002404,0.01486
69224,69224,,7,3,10,0.125,0.06134,0,572,13,0.000251,10,6,16,1,1,1,70.233333,0.011828,0.001176
19307,19307,,4,7,11,0.122222,0.013539,0,973,13,0.00017,7,10,17,3,0.511628,0.598485,44.083333,0.009434,0.032837
42386,42386,,1,4,5,0,0.002832,0,972,13,0.000158,1,4,5,2,0.75,0.833333,10.5,0.002404,0.007347
38055,38055,,8,11,19,0.114379,0.105094,0,340,13,0.000318,18,17,35,3,0.588235,0.716667,425.903608,0.031005,0.043355
59351,59351,,4,2,6,0.2,0.025149,0,692,1,0.000164,5,3,8,1,1,1,23,0.017817,0
61934,61934,,3,0,3,0,0.010089,0,816,15,0.000174,3,0,3,0,0,0,0,0.008531,0
60286,60286,,9,1,10,0.125,0.060865,0,569,1,0.000198,10,1,11,0,0,0,0,0.044181,0
41613,41613,,1,4,5,0.25,0.002832,0,1100,1,0.000152,5,8,13,4,0.5,0.62037,0,0,0.022121
53897,53897,,7,7,14,0.102564,0.056118,0,352,25,0.000307,9,8,17,1,1,1,268.707692,0.016183,0.006098
82586,82586,,1,5,6,0.2,0.002832,0,1103,25,0.000152,3,8,11,2,0.833333,0.9,0,0,0.007727
131012,131012,,3,1,4,0.333333,0.019398,0,380,37,0.000294,9,7,16,0,0,0,0,0.000385,0
117352,117352,,1,1,2,0,0.002832,0,1102,1,0.00018,1,2,3,1,1,1,1,0.000385,0.001116
84539,84539,,2,1,3,0.5,0.006769,0,1101,25,0.00018,15,14,29,0,0,0,0,0.000385,0
121859,121859,,4,0,4,0,0.014491,0,632,1,0.000281,5,0,5,0,0,0,0,0.006502,0
685,685,,1,24,25,0.050725,0.002832,0,1110,45,0.000152,5,39,44,8,0.302795,0.349184,0,0,0.021123
15884,15884,,15,1,16,0.07619,0.105856,0,144,45,0.000383,20,1,21,0,0,0,0,0.036536,0
91579,91579,,3,1,4,0.333333,0.009601,0,1109,45,0.000161,10,6,16,0,0,0,0,0.006932,0
21038,21038,,2,5,7,0.166667,0.006769,0,1108,37,0.000158,2,5,7,2,0.666667,0.75,5.7,0.001051,0.015409
1337,1337,,2,26,28,0.039886,0.006769,0,1107,31,0.000158,5,32,37,9,0.290151,0.358978,72.721429,0.001051,0.036681
18792,18792,,2,0,2,0,0.004747,0,1104,45,0.000167,3,0,3,0,0,0,0,0.001906,0
68457,68457,,5,3,8,0.190476,0.019198,0,845,2,0.000209,9,7,16,1,1,1,15,0.014151,0.001471
31132,31132,,5,1,6,0.2,0.021971,0,409,45,0.000175,15,4,19,0,0,0,0,0.010233,0
70870,70870,,10,1,11,0.122222,0.127725,0,314,31,0.00042,12,2,14,0,0,0,0,0.015391,0
71674,71674,,5,1,6,0.2,0.021767,0,629,45,0.000223,7,1,8,0,0,0,0,0.006677,0
94162,94162,,7,2,9,0.142857,0.07418,0,556,45,0.000534,7,2,9,1,1,1,17.833333,0.002463,0.0019
