Id,Label,timeset,weighted indegree,weighted outdegree,Weighted Degree,clustering,eigencentrality,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,componentnumber,strongcompnum,pageranks
56092,56092,,4,2,6,0.333333,0.027774,3,1,4,0,0,0,0,0.021189,0.021189,77,0,656,0.000117
109859,109859,,16,13,29,0.25,0.044476,4,1,5,0,0,0,0,0.064889,0.064889,62,0,655,0.000125
6440,6440,,13,21,34,0.111111,0.027774,3,7,10,2,0.875,0.928571,13.5,0.02167,0.02167,40,0,654,0.000128
111438,111438,,5,1,6,0.333333,0.063461,3,1,4,0,0,0,0,0.022004,0.022004,77,0,621,0.000119
64343,64343,,5,2,7,0.25,0.113078,4,1,5,0,0,0,0,0.023685,0.023685,66,0,337,0.000155
30563,30563,,4,3,7,0.5,0.018516,2,1,3,0,0,0,0,0.01473,0.01473,77,0,650,0.000114
10088,10088,,4,3,7,0.5,0.018516,2,1,3,0,0,0,0,0.01473,0.01473,77,0,649,0.000114
45432,45432,,7,4,11,0.25,0.086846,4,1,5,0,0,0,0,0.021447,0.021447,77,0,267,0.000172
125857,125857,,4,2,6,0.5,0.018516,2,1,3,0,0,0,0,0.01473,0.01473,77,0,648,0.000114
9636,9636,,1,0,1,0,0.004126,1,0,1,0,0,0,0,0.01473,0.01473,77,0,647,0.000114
4525,4525,,6,5,11,0.166667,0.108406,4,3,7,2,0.75,0.833333,22,0.029187,0.029187,79,0,418,0.000138
63472,63472,,5,4,9,0.5,0.018516,2,1,3,0,0,0,0,0.01473,0.01473,77,0,646,0.000114
88637,88637,,11,2,13,0.1,0.129801,10,1,11,0,0,0,0,0.094414,0.094414,77,0,645,0.000168
79465,79465,,8,6,14,0.333333,0.063461,3,1,4,0,0,0,0,0.003408,0.003408,79,0,374,0.000147
47738,47738,,10,5,15,0.125,0.271562,7,2,9,1,1,1,30,0.014954,0.014954,79,0,41,0.000339
31641,31641,,16,11,27,0.125,0.315658,7,2,9,1,1,1,40,0.016757,0.016757,79,0,45,0.000409
21677,21677,,3,7,10,0.125,0.070905,3,7,10,2,0.714286,0.8,43,0.024015,0.024015,62,0,373,0.000176
27012,27012,,7,11,18,0.166667,0.046759,2,5,7,1,1,1,12,0.004013,0.004013,79,0,371,0.000122
15609,15609,,12,8,20,0.333333,0.078349,3,1,4,0,0,0,0,0.00497,0.00497,40,0,366,0.000138
49985,49985,,9,9,18,0,0.009258,1,1,2,0,0,0,0,0,0,80,65,668,0.000112
74562,74562,,4,4,8,0,0.009258,1,1,2,0,0,0,0,0,0,81,66,669,0.000112
58186,58186,,7,7,14,0,0.009258,1,1,2,0,0,0,0,0,0,82,67,670,0.000112
33611,33611,,4,7,11,0.25,0.009258,1,4,5,1,1,1,0,0.018775,0.018775,78,0,672,0.000112
54872,54872,,2,1,3,0.5,0.02596,2,1,3,0,0,0,0,0.001669,0.001669,78,0,671,0.000137
87582,87582,,11,4,15,0.166667,0.144777,6,1,7,0,0,0,0,0.014073,0.014073,11,0,372,0.000183
842,842,,1,8,9,0.25,0.009258,1,4,5,1,1,1,0,0.001519,0.001519,45,0,675,0.000112
29798,29798,,8,3,11,0.5,0.02596,2,1,3,0,0,0,0,0.000135,0.000135,45,0,674,0.000137
31640,31640,,9,7,16,0.333333,0.053062,3,1,4,0,0,0,0,0.002736,0.002736,45,0,673,0.000146
40106,40106,,44,32,76,0.083333,0.233817,12,1,13,0,0,0,0,0.014227,0.014227,77,0,94,0.000356
9034,9034,,0,7,7,0,0,0,7,7,3,0.631579,0.763889,0,0.028535,0.028535,83,0,678,0.000112
62623,62623,,7,5,12,0.333333,0.048573,3,1,4,0,0,0,0,0.00579,0.00579,83,0,485,0.000133
65223,65223,,15,8,23,0.2,0.081977,5,1,6,0,0,0,0,0.006684,0.006684,83,0,481,0.000186
18103,18103,,20,18,38,0.2,0.037032,4,3,7,2,0.75,0.833333,6.5,0.02025,0.02025,47,0,677,0.000142
131926,131926,,0,10,10,0.035714,0,0,8,8,5,0.375494,0.441754,0,0.017876,0.017876,84,0,686,0.000112
39106,39106,,25,22,47,0.25,0.044476,4,1,5,0,0,0,0,0.011706,0.011706,84,0,685,0.000133
94150,94150,,7,2,9,0.2,0.116522,6,1,7,0,0,0,0,0.016858,0.016858,58,0,82,0.000207
1491,1491,,7,18,25,0.125,0.018516,2,7,9,3,0.727273,0.854167,7.5,0.029851,0.029851,87,0,684,0.000124
4653,4653,,39,32,71,0.142857,0.178169,8,1,9,0,0,0,0,0.02342,0.02342,84,0,56,0.000261
61934,61934,,1,0,1,0,0.004126,1,0,1,0,0,0,0,0.001589,0.001589,84,0,679,0.000124
115579,115579,,11,11,22,0,0.009258,1,1,2,0,0,0,0,0,0,85,68,687,0.000112
58251,58251,,1,1,2,0,0.009258,1,1,2,0,0,0,0,0,0,86,69,688,0.000112
909,909,,0,1,1,0,0,0,1,1,3,0.5,0.566667,0,0.001578,0.001578,58,0,691,0.000112
2596,2596,,26,27,53,0.233333,0.035218,3,4,7,2,0.8,0.875,5,0.017761,0.017761,58,0,690,0.000217
914,914,,1,8,9,0.2,0.009258,1,5,6,1,1,1,0,0.002716,0.002716,40,0,693,0.000112
45974,45974,,19,17,36,0.5,0.02596,2,1,3,0,0,0,0,0.000241,0.000241,40,0,692,0.000132
64949,64949,,12,4,16,0.142857,0.266469,8,1,9,0,0,0,0,0.01734,0.01734,40,0,259,0.000384
33686,33686,,24,41,65,0.090909,0.009258,1,11,12,1,1,1,0,0.016485,0.016485,71,0,699,0.000112
35478,35478,,3,2,5,0.5,0.02596,2,1,3,0,0,0,0,0.001465,0.001465,71,0,698,0.000121
68768,68768,,8,4,12,0.25,0.05192,4,1,5,0,0,0,0,0.00894,0.00894,71,0,697,0.000157
87973,87973,,6,4,10,0.333333,0.042662,3,1,4,0,0,0,0,0.008925,0.008925,71,0,696,0.000123
53677,53677,,2,0,2,0,0.018516,2,0,2,0,0,0,0,0.001517,0.001517,84,0,695,0.000154
48098,48098,,4,2,6,0.333333,0.035218,3,1,4,0,0,0,0,0.001689,0.001689,79,0,694,0.000146
37346,37346,,10,5,15,0.25,0.066808,4,1,5,0,0,0,0,0.011578,0.011578,87,0,682,0.000139
9122,9122,,0,6,6,0,0,0,4,4,2,0.7,0.785714,0,0.002521,0.002521,79,0,702,0.000112
50979,50979,,16,14,30,0.5,0.018516,2,1,3,0,0,0,0,0.000224,0.000224,79,0,701,0.000137
93580,93580,,2,0,2,0,0.008252,2,0,2,0,0,0,0,0.007087,0.007087,79,0,700,0.00014
39992,39992,,20,15,35,0.111111,0.222072,6,4,10,1,1,1,58,0.019369,0.019369,79,0,33,0.00022
128070,128070,,1,0,1,0,0.016702,1,0,1,0,0,0,0,0.000645,0.000645,78,0,636,0.000148
104824,104824,,14,3,17,0.125,0.237327,8,1,9,0,0,0,0,0.06056,0.06056,63,0,216,0.000318
33708,33708,,1,50,51,0.027778,0.009258,1,36,37,3,0.727273,0.847222,0,0.034822,0.034822,87,0,717,0.000112
52239,52239,,4,2,6,0.333333,0.035218,3,1,4,0,0,0,0,0.003192,0.003192,47,0,716,0.000148
46616,46616,,11,9,20,0.333333,0.060506,3,1,4,0,0,0,0,0.004673,0.004673,58,0,689,0.000166
47649,47649,,6,3,9,0.25,0.069764,4,1,5,0,0,0,0,0.00553,0.00553,24,0,715,0.000156
55891,55891,,5,3,8,0.333333,0.056017,3,1,4,0,0,0,0,0.006349,0.006349,83,0,486,0.000121
44673,44673,,9,5,14,0.25,0.097257,4,1,5,0,0,0,0,0.017535,0.017535,87,0,188,0.000145
55944,55944,,9,7,16,0.333333,0.128219,3,1,4,0,0,0,0,0.005289,0.005289,79,0,46,0.000187
88218,88218,,4,0,4,0,0.02596,2,0,2,0,0,0,0,0.008097,0.008097,11,0,714,0.000119
38055,38055,,14,14,28,0.2,0.035218,3,3,6,2,0.6,0.666667,11.5,0.008568,0.008568,78,0,713,0.000129
61096,61096,,9,4,13,0.25,0.059364,4,1,5,0,0,0,0,0.012607,0.012607,87,0,712,0.000125
114434,114434,,11,5,16,0.2,0.268872,5,1,6,0,0,0,0,0.015049,0.015049,87,0,104,0.000334
59666,59666,,3,2,5,0.5,0.02596,2,1,3,0,0,0,0,0.003095,0.003095,87,0,711,0.000114
72000,72000,,13,7,20,0.2,0.114708,5,1,6,0,0,0,0,0.019695,0.019695,87,0,538,0.000141
61250,61250,,7,3,10,0.2,0.079022,5,1,6,0,0,0,0,0.009457,0.009457,45,0,710,0.000145
78182,78182,,15,13,28,0.333333,0.053062,3,1,4,0,0,0,0,0.003156,0.003156,61,0,455,0.000154
107591,107591,,5,4,9,0.5,0.02596,2,1,3,0,0,0,0,0.003095,0.003095,87,0,709,0.000114
102781,102781,,6,0,6,0,0.048602,5,0,5,0,0,0,0,0.014784,0.014784,87,0,50,0.000155
117119,117119,,8,6,14,0.333333,0.042662,3,1,4,0,0,0,0,0.006153,0.006153,71,0,708,0.000121
70551,70551,,5,3,8,0.333333,0.042662,3,1,4,0,0,0,0,0.00461,0.00461,79,0,707,0.000123
86944,86944,,12,9,21,0.333333,0.042662,3,1,4,0,0,0,0,0.003325,0.003325,7,0,706,0.000129
127659,127659,,14,10,24,0.2,0.079022,5,1,6,0,0,0,0,0.014321,0.014321,58,0,511,0.000227
69032,69032,,4,2,6,0.5,0.02596,2,1,3,0,0,0,0,0.003095,0.003095,87,0,705,0.000114
43960,43960,,8,4,12,0.2,0.068622,5,1,6,0,0,0,0,0.005259,0.005259,77,0,704,0.00017
127947,127947,,5,3,8,0.333333,0.035218,3,1,4,0,0,0,0,0.004982,0.004982,58,0,703,0.000125
25538,25538,,8,8,16,0,0.009258,1,1,2,0,0,0,0,0,0,88,70,718,0.000112
33732,33732,,0,33,33,0,0,0,28,28,2,0.85,0.911765,0,0.072679,0.072679,131,0,732,0.000112
122603,122603,,13,6,19,0.25,0.089029,4,1,5,0,0,0,0,0.007669,0.007669,131,0,651,0.00021
116764,116764,,2,1,3,0.5,0.018516,2,1,3,0,0,0,0,0.006459,0.006459,131,0,731,0.000115
92713,92713,,3,2,5,0.5,0.018516,2,1,3,0,0,0,0,0.006459,0.006459,131,0,730,0.000115
111639,111639,,2,1,3,0.5,0.018516,2,1,3,0,0,0,0,0.006459,0.006459,131,0,729,0.000115
39371,39371,,4,2,6,0.333333,0.035218,3,1,4,0,0,0,0,0.011006,0.011006,24,0,728,0.00012
47012,47012,,4,1,5,0.25,0.037032,4,1,5,0,0,0,0,0.011145,0.011145,84,0,727,0.000135
106281,106281,,9,6,15,0.25,0.069003,4,1,5,0,0,0,0,0.007688,0.007688,7,0,133,0.000164
85682,85682,,6,2,8,0.333333,0.027774,3,1,4,0,0,0,0,0.008252,0.008252,131,0,726,0.000124
48956,48956,,5,2,7,0.333333,0.035218,3,1,4,0,0,0,0,0.013919,0.013919,87,0,725,0.000118
36545,36545,,10,4,14,0.333333,0.035218,3,1,4,0,0,0,0,0.05488,0.05488,63,0,724,0.000116
36875,36875,,5,3,8,0.25,0.035218,3,2,5,1,1,1,2,0.007592,0.007592,131,0,723,0.000135
86235,86235,,4,3,7,0.5,0.018516,2,1,3,0,0,0,0,0.006459,0.006459,131,0,721,0.000115
62576,62576,,2,1,3,0.5,0.018516,2,1,3,0,0,0,0,0.006459,0.006459,131,0,720,0.000115
53242,53242,,2,1,3,0.5,0.018516,2,1,3,0,0,0,0,0.006459,0.006459,131,0,719,0.000115
83813,83813,,3,1,4,0.333333,0.112502,3,1,4,0,0,0,0,0.006289,0.006289,41,0,204,0.000156
85998,85998,,4,1,5,0.333333,0.105058,3,1,4,0,0,0,0,0.008988,0.008988,41,0,203,0.00016
987,987,,1,4,5,0.333333,0.009258,1,3,4,4,0.363636,0.458333,0,0.003806,0.003806,131,0,733,0.000112
17389,17389,,0,8,8,0,0,0,7,7,3,0.636364,0.738095,0,0.004034,0.004034,77,0,741,0.000112
21632,21632,,5,9,14,0.25,0.018516,2,3,5,2,0.75,0.833333,3,0.00384,0.00384,77,0,740,0.000126
97113,97113,,22,12,34,0.166667,0.12025,6,1,7,0,0,0,0,0.010811,0.010811,77,0,21,0.000216
47846,47846,,6,5,11,0.5,0.018516,2,1,3,0,0,0,0,0.000358,0.000358,77,0,738,0.000126
18097,18097,,10,12,22,0.142857,0.027774,3,5,8,1,1,1,8,0.021705,0.021705,77,0,737,0.00014
31100,31100,,2,1,3,0.5,0.018516,2,1,3,0,0,0,0,0.000358,0.000358,77,0,734,0.000126
1975282,1975282,,0,2,2,0,0,0,2,2,4,0.455556,0.485772,0,0.00741,0.00741,71,0,743,0.000112
23574,23574,,1,2,3,0,0.004126,1,1,2,1,1,1,0.5,0.001522,0.001522,71,0,742,0.000161
41981,41981,,4,9,13,0.2,0.009258,1,5,6,3,0.636364,0.761905,0,0.006978,0.006978,66,0,745,0.000112
48082,48082,,14,10,24,0.166667,0.068622,5,2,7,2,0.666667,0.75,10,0.009366,0.009366,66,0,744,0.000246
107529,107529,,1,2,3,0.5,0.009258,1,2,3,1,1,1,0,0.000525,0.000525,47,0,747,0.000112
108741,108741,,11,9,20,0.333333,0.063461,3,1,4,0,0,0,0,0.005907,0.005907,47,0,746,0.000166
123914,123914,,8,8,16,0,0.009258,1,1,2,0,0,0,0,0,0,89,71,748,0.000112
50186,50186,,2,2,4,0,0.009258,1,1,2,0,0,0,0,0,0,90,72,749,0.000112
115726,115726,,1,1,2,0,0.009258,1,1,2,0,0,0,0,0,0,91,73,750,0.000112
66575,66575,,1,3,4,0.333333,0.009258,1,3,4,1,1,1,0,0.000784,0.000784,66,0,753,0.000112
91748,91748,,24,23,47,0.5,0.02596,2,1,3,0,0,0,0,0.00007,0.00007,66,0,752,0.000145
69907,69907,,4,1,5,0.25,0.077208,4,1,5,0,0,0,0,0.008756,0.008756,66,0,751,0.000167
99354,99354,,1,2,3,0.5,0.009258,1,2,3,1,1,1,0,0,0,92,74,755,0.000112
108449,108449,,2,1,3,0.5,0.02596,2,1,3,0,0,0,0,0,0,92,74,754,0.000161
1053,1053,,0,37,37,0.004274,0,0,27,27,4,0.75,0.863426,0,0.077226,0.077226,84,0,760,0.000112
5302,5302,,9,9,18,0.25,0.035218,3,3,6,2,0.75,0.833333,3,0.022899,0.022899,58,0,759,0.000121
51230,51230,,5,2,7,0.333333,0.035218,3,1,4,0,0,0,0,0.007616,0.007616,84,0,758,0.000126
55327,55327,,10,7,17,0.25,0.075686,4,1,5,0,0,0,0,0.009208,0.009208,78,0,591,0.000163
30497,30497,,4,1,5,0.25,0.06232,4,1,5,0,0,0,0,0.009046,0.009046,84,0,757,0.000249
44084,44084,,39,36,75,0.25,0.035218,3,3,6,1,1,1,3,0.062255,0.062255,84,0,756,0.000116
113535,113535,,11,5,16,0.166667,0.23886,6,1,7,0,0,0,0,0.031272,0.031272,58,0,186,0.000217
42019,42019,,1,1,2,0,0.009258,1,1,2,0,0,0,0,0,0,93,75,761,0.000112
25646,25646,,0,5,5,0,0,0,5,5,1,1,1,0,0,0,94,12,766,0.000112
113280,113280,,1,0,1,0,0.004126,1,0,1,0,0,0,0,0,0,94,12,765,0.000132
117588,117588,,1,0,1,0,0.004126,1,0,1,0,0,0,0,0,0,94,12,764,0.000132
92714,92714,,25,24,49,0.5,0.018516,2,1,3,0,0,0,0,0,0,94,12,763,0.000132
76559,76559,,4,3,7,0.5,0.018516,2,1,3,0,0,0,0,0,0,94,12,762,0.000132
99379,99379,,1,1,2,0,0.009258,1,1,2,0,0,0,0,0,0,95,76,767,0.000112
25660,25660,,1,1,2,0,0.009258,1,1,2,0,0,0,0,0,0,96,77,768,0.000112
115781,115781,,3,3,6,0,0.009258,1,1,2,0,0,0,0,0,0,97,78,769,0.000112
33863,33863,,12,12,24,0,0.009258,1,1,2,0,0,0,0,0,0,98,79,770,0.000112
2204759,2204759,,1,1,2,0,0.009258,1,1,2,0,0,0,0,0,0,99,80,771,0.000112
54491,54491,,11,14,25,0.142857,0.070905,3,5,8,1,1,1,19,0.020767,0.020767,78,0,594,0.000172
50272,50272,,1,3,4,0.333333,0.009258,1,3,4,2,0.75,0.833333,0,0.004869,0.004869,66,0,772,0.000112
121793,121793,,7,4,11,0.25,0.167564,4,1,5,0,0,0,0,0.052206,0.052206,66,0,217,0.000213
74849,74849,,2,2,4,0,0.009258,1,1,2,0,0,0,0,0,0,100,81,773,0.000112
1123,1123,,0,3,3,0,0,0,2,2,1,1,1,0,0.014015,0.014015,62,0,775,0.000112
65412,65412,,13,5,18,0.25,0.05192,4,1,5,0,0,0,0,0.002593,0.002593,24,0,774,0.000184
9328,9328,,8,10,18,0.333333,0.009258,1,3,4,2,0.625,0.7,0,0.000624,0.000624,64,0,779,0.000112
11256,11256,,4,5,9,0.2,0.042662,3,4,7,1,1,1,6,0.006966,0.006966,64,0,778,0.00017
27805,27805,,4,3,7,0.5,0.02596,2,1,3,0,0,0,0,0.000055,0.000055,64,0,776,0.000145
74865,74865,,3,4,7,0.5,0.009258,1,2,3,1,1,1,0,0.005382,0.005382,63,0,780,0.000112
17523,17523,,3,3,6,0,0.009258,1,1,2,0,0,0,0,0,0,101,82,781,0.000112
66680,66680,,4,4,8,0,0.009258,1,1,2,0,0,0,0,0,0,102,83,782,0.000112
91265,91265,,1,2,3,0.5,0.009258,1,2,3,1,1,1,0,0,0,103,84,784,0.000112
119365,119365,,4,3,7,0.5,0.02596,2,1,3,0,0,0,0,0,0,103,84,783,0.000161
83075,83075,,5,5,10,0,0.009258,1,1,2,0,0,0,0,0,0,104,85,785,0.000112
74894,74894,,3,3,6,0,0.009258,1,1,2,0,0,0,0,0,0,105,86,786,0.000112
25749,25749,,14,14,28,0,0.009258,1,1,2,0,0,0,0,0,0,106,87,787,0.000112
66731,66731,,2,2,4,0,0.009258,1,1,2,0,0,0,0,0,0,107,88,788,0.000112
58544,58544,,2,2,4,0,0.009258,1,1,2,0,0,0,0,0,0,108,89,789,0.000112
25781,25781,,1,1,2,0,0.009258,1,1,2,0,0,0,0,0,0,109,90,790,0.000112
18658,18658,,6,4,10,0.333333,0.061149,3,1,4,0,0,0,0,0.007226,0.007226,47,0,659,0.000218
44038,44038,,5,3,8,0.333333,0.060506,3,1,4,0,0,0,0,0.010049,0.010049,64,0,145,0.000122
72731,72731,,4,1,5,0.25,0.069764,4,1,5,0,0,0,0,0.009552,0.009552,131,0,144,0.000133
4161,4161,,1,1,2,0,0.021834,1,1,2,1,1,1,0.5,0.024367,0.024367,64,0,142,0.000115
3191,3191,,5,4,9,0.5,0.043804,2,1,3,0,0,0,0,0.006991,0.006991,64,0,140,0.000115
86154,86154,,4,6,10,0.2,0.043804,2,4,6,1,1,1,9,0.010086,0.010086,41,0,139,0.000115
26039,26039,,5,6,11,0.25,0.043804,2,3,5,1,1,1,6,0.011239,0.011239,7,0,134,0.000115
93896,93896,,3,0,3,0,0.036224,2,0,2,0,0,0,0,0.013663,0.013663,64,0,131,0.00012
3857,3857,,2,6,8,0.142857,0.043804,2,6,8,3,0.611111,0.712121,25.5,0.014917,0.014917,78,0,128,0.000115
102207,102207,,7,4,11,0.333333,0.060506,3,1,4,0,0,0,0,0.007149,0.007149,64,0,117,0.000148
4580,4580,,1,0,1,0,0.021834,1,0,1,0,0,0,0,0.006991,0.006991,64,0,116,0.000115
2959,2959,,7,7,14,0.2,0.060506,3,3,6,3,0.475,0.517544,70.5,0.020218,0.020218,24,0,115,0.00012
5469,5469,,2,1,3,0.5,0.043804,2,1,3,0,0,0,0,0.006991,0.006991,64,0,92,0.000115
2469,2469,,9,12,21,0.166667,0.043804,2,6,8,2,0.777778,0.857143,11.5,0.04316,0.04316,64,0,91,0.000115
18859,18859,,1,0,1,0,0.021834,1,0,1,0,0,0,0,0.006991,0.006991,64,0,86,0.000115
42219,42219,,3,3,6,0,0.009258,1,1,2,0,0,0,0,0,0,110,91,791,0.000112
42229,42229,,23,23,46,0,0.009258,1,1,2,0,0,0,0,0,0,111,92,792,0.000112
1291,1291,,0,1,1,0,0,0,1,1,2,0.666667,0.75,0,0.000024,0.000024,40,0,794,0.000112
7565,7565,,10,10,20,0.333333,0.018516,2,2,4,1,1,1,1,0.000274,0.000274,40,0,793,0.000211
1293,1293,,0,3,3,0,0,0,3,3,2,0.8,0.875,0,0.001091,0.001091,47,0,795,0.000112
34065,34065,,0,11,11,0,0,0,9,9,1,1,1,0,0.032557,0.032557,84,0,796,0.000112
53915,53915,,9,2,11,0.125,0.113479,8,1,9,0,0,0,0,0.013214,0.013214,78,0,123,0.000278
66841,66841,,1,1,2,0,0.009258,1,1,2,0,0,0,0,0,0,112,93,797,0.000112
214303,214303,,1,1,2,0,0.009258,1,1,2,0,0,0,0,0,0,113,94,798,0.000112
58656,58656,,2,2,4,0,0.009258,1,1,2,0,0,0,0,0,0,114,95,799,0.000112
124192,124192,,2,2,4,0,0.009258,1,1,2,0,0,0,0,0,0,115,96,800,0.000112
1334,1334,,0,4,4,0,0,0,4,4,3,0.666667,0.805556,0,0.009174,0.009174,71,0,803,0.000112
15541,15541,,9,7,16,0.333333,0.035218,3,1,4,0,0,0,0,0.003558,0.003558,71,0,802,0.000144
17803,17803,,2,2,4,0.333333,0.018516,2,2,4,2,0.666667,0.75,2,0.002316,0.002316,71,0,801,0.000137
1337,1337,,3,36,39,0.043478,0.009258,1,24,25,4,0.541353,0.633102,0,0.032136,0.032136,77,0,815,0.000112
116483,116483,,6,5,11,0.5,0.02596,2,1,3,0,0,0,0,0.002856,0.002856,77,0,814,0.000116
1542,1542,,7,6,13,0.5,0.02596,2,1,3,0,0,0,0,0.002856,0.002856,77,0,813,0.000116
42921,42921,,9,8,17,0.5,0.02596,2,1,3,0,0,0,0,0.002856,0.002856,77,0,812,0.000116
105265,105265,,7,4,11,0.25,0.077208,4,1,5,0,0,0,0,0.004744,0.004744,71,0,553,0.000157
27727,27727,,4,8,12,0.142857,0.02596,2,6,8,2,0.647059,0.727273,5.5,0.022662,0.022662,63,0,811,0.000116
2908,2908,,12,11,23,0.5,0.02596,2,1,3,0,0,0,0,0.002856,0.002856,77,0,810,0.000116
2533756,2533756,,5,5,10,0.333333,0.02596,2,2,4,1,1,1,1,0.003109,0.003109,77,0,809,0.000116
14728,14728,,6,4,10,0.25,0.042662,3,2,5,2,0.666667,0.75,4,0.004985,0.004985,77,0,808,0.000122
40619,40619,,13,8,21,0.2,0.08351,5,1,6,0,0,0,0,0.009733,0.009733,58,0,735,0.000247
7598,7598,,3,1,4,0.333333,0.042662,3,1,4,0,0,0,0,0.003046,0.003046,78,0,807,0.000141
31423,31423,,2,1,3,0.5,0.02596,2,1,3,0,0,0,0,0.002856,0.002856,77,0,806,0.000116
86751,86751,,46,31,77,0.1,0.314448,11,1,12,0,0,0,0,0.026848,0.026848,58,0,118,0.000464
38124,38124,,15,9,24,0.333333,0.050106,3,1,4,0,0,0,0,0.009528,0.009528,77,0,805,0.00012
3839,3839,,4,4,8,0.333333,0.02596,2,2,4,1,1,1,1,0.003107,0.003107,77,0,804,0.000116
9530,9530,,2,14,16,0.090909,0.009258,1,12,13,2,0.648649,0.729167,0,0.018333,0.018333,77,0,820,0.000112
14089,14089,,17,14,31,0.25,0.059364,4,1,5,0,0,0,0,0.002989,0.002989,77,0,819,0.000176
38940,38940,,41,33,74,0.142857,0.174453,8,1,9,0,0,0,0,0.061675,0.061675,63,0,420,0.000237
23072,23072,,17,21,38,0.090909,0.141049,6,7,13,1,1,1,56,0.028089,0.028089,66,0,339,0.000254
29157,29157,,5,3,8,0.333333,0.042662,3,1,4,0,0,0,0,0.050051,0.050051,77,0,818,0.000121
59634,59634,,6,5,11,0.5,0.02596,2,1,3,0,0,0,0,0.001629,0.001629,77,0,817,0.00012
96723,96723,,12,4,16,0.166667,0.085324,6,1,7,0,0,0,0,0.01195,0.01195,41,0,816,0.000198
107834,107834,,7,7,14,0,0.009258,1,1,2,0,0,0,0,0,0,116,97,821,0.000112
66878,66878,,3,3,6,0,0.009258,1,1,2,0,0,0,0,0,0,117,98,822,0.000112
42303,42303,,16,17,33,0.5,0.009258,1,2,3,1,1,1,0,0.001062,0.001062,41,0,823,0.000112
42304,42304,,2,4,6,0.333333,0.009258,1,3,4,1,1,1,0,0.018784,0.018784,78,0,824,0.000112
75073,75073,,3,3,6,0,0.009258,1,1,2,0,0,0,0,0,0,118,99,825,0.000112
14278,14278,,2,1,3,0.5,0.061647,2,1,3,0,0,0,0,0.002542,0.002542,84,0,179,0.000138
11702,11702,,6,7,13,0.25,0.061647,2,3,5,1,1,1,8.5,0.005362,0.005362,84,0,177,0.000138
9536,9536,,0,7,7,0,0,0,7,7,4,0.45098,0.57971,0,0.016012,0.016012,131,0,830,0.000112
56778,56778,,8,7,15,0.5,0.018516,2,1,3,0,0,0,0,0.001423,0.001423,131,0,829,0.000126
1127460,1127460,,12,10,22,0.333333,0.042662,3,1,4,0,0,0,0,0.008095,0.008095,131,0,828,0.00013
11956,11956,,13,14,27,0.25,0.018516,2,3,5,2,0.75,0.833333,3,0.008271,0.008271,131,0,827,0.000126
17729,17729,,0,1,1,0,0,0,1,1,2,0.666667,0.75,0,0.000406,0.000406,47,0,831,0.000112
1811818,1811818,,1,1,2,0,0.009258,1,1,2,0,0,0,0,0,0,119,100,832,0.000112
116087,116087,,1,1,2,0,0.009258,1,1,2,0,0,0,0,0,0,120,101,833,0.000112
81520,81520,,14,10,24,0.142857,0.245326,6,2,8,1,1,1,20.5,0.016885,0.016885,71,0,110,0.000342
122422,122422,,6,2,8,0.2,0.222159,5,1,6,0,0,0,0,0.002548,0.002548,79,0,40,0.000429
1432,1432,,13,21,34,0.111111,0.009258,1,9,10,3,0.488889,0.55303,0,0.008473,0.008473,47,0,848,0.000112
87383,87383,,6,4,10,0.333333,0.035218,3,1,4,0,0,0,0,0.002825,0.002825,47,0,847,0.000137
108584,108584,,4,2,6,0.333333,0.042662,3,1,4,0,0,0,0,0.00166,0.00166,47,0,846,0.000143
18393,18393,,6,35,41,0.034483,0.042662,3,27,30,2,0.782609,0.861111,72,0.065942,0.065942,47,0,845,0.000143
145470,145470,,2,1,3,0.5,0.02596,2,1,3,0,0,0,0,0.000753,0.000753,47,0,834,0.000123
17826,17826,,0,1,1,0,0,0,1,1,4,0.425532,0.455556,0,0.006672,0.006672,66,0,877,0.000112
18771,18771,,10,78,88,0.022727,0.018516,2,44,46,3,0.728395,0.847458,59,0.075082,0.075082,66,0,876,0.000211
34211,34211,,4,25,29,0.066667,0.009258,1,15,16,2,0.888889,0.9375,0,0.034417,0.034417,71,0,884,0.000112
62096,62096,,4,1,5,0.333333,0.042662,3,1,4,0,0,0,0,0.004055,0.004055,131,0,883,0.000128
52051,52051,,4,3,7,0.5,0.02596,2,1,3,0,0,0,0,0.003059,0.003059,71,0,882,0.000118
111133,111133,,6,4,10,0.333333,0.042662,3,1,4,0,0,0,0,0.010462,0.010462,71,0,881,0.000121
108088,108088,,3,2,5,0.5,0.02596,2,1,3,0,0,0,0,0.003059,0.003059,71,0,880,0.000118
54844,54844,,2,1,3,0.5,0.02596,2,1,3,0,0,0,0,0.003059,0.003059,71,0,879,0.000118
88821,88821,,6,4,10,0.333333,0.042662,3,1,4,0,0,0,0,0.05148,0.05148,71,0,878,0.000119
17832,17832,,0,10,10,0.017857,0,0,8,8,3,0.538462,0.619048,0,0.019586,0.019586,47,0,887,0.000112
23309,23309,,22,17,39,0.166667,0.07788,6,1,7,0,0,0,0,0.007248,0.007248,24,0,886,0.00025
63309,63309,,5,6,11,0.25,0.018516,2,3,5,1,1,1,2,0.005413,0.005413,7,0,885,0.000124
34219,34219,,8,8,16,0,0.009258,1,1,2,0,0,0,0,0,0,121,102,888,0.000112
