,i,j,t
54998,87,187,3435
54999,303,324,3435
55000,136,212,3435
55001,259,305,3435
55002,91,276,3435
55003,121,203,3435
55004,50,52,3435
55005,301,322,3435
55006,46,52,3435
55007,246,280,3435
55008,14,260,3435
55009,248,283,3435
55010,7,186,3435
55011,55,214,3436
55012,109,240,3436
55013,246,280,3436
55014,225,259,3436
55015,109,263,3436
55016,161,225,3436
55017,161,305,3436
55018,259,305,3436
55019,161,259,3436
55020,27,46,3436
55021,3,125,3436
55022,225,305,3436
55023,259,305,3437
55024,91,276,3437
55025,104,203,3437
55026,52,176,3437
55027,293,322,3437
55028,25,73,3437
55029,225,259,3437
55030,60,267,3437
55031,316,322,3437
55032,29,279,3437
55033,212,226,3437
55034,57,218,3437
55035,121,203,3437
55036,161,305,3437
55037,97,270,3437
55038,246,280,3437
55039,246,280,3438
55040,256,314,3438
55041,91,276,3438
55042,293,295,3438
55043,195,197,3438
55044,20,56,3438
55045,210,259,3438
55046,25,73,3438
55047,295,322,3438
55048,97,270,3438
55049,46,240,3438
55050,56,261,3438
55051,3,125,3439
55052,91,276,3439
55053,225,305,3439
55054,246,280,3439
55055,210,305,3439
55056,293,295,3439
55057,225,259,3439
55058,202,220,3439
55059,20,214,3439
55060,84,214,3439
55061,60,267,3439
55062,15,257,3439
55063,259,305,3439
55064,293,322,3439
55065,26,248,3439
55066,210,225,3439
55067,195,197,3439
55068,84,94,3440
55069,195,197,3440
55070,293,295,3440
55071,225,259,3440
55072,91,276,3440
55073,26,248,3440
55074,217,274,3440
55075,15,257,3440
55076,293,302,3440
55077,256,314,3441
55078,55,214,3441
55079,195,197,3441
55080,309,324,3441
55081,259,305,3441
55082,246,280,3441
55083,293,325,3441
55084,210,305,3441
55085,57,84,3441
55086,123,145,3441
55087,25,73,3442
55088,91,276,3442
55089,293,295,3442
55090,53,121,3442
55091,109,212,3442
55092,125,210,3442
55093,310,312,3442
55094,225,305,3442
55095,309,310,3442
55096,72,129,3442
55097,240,263,3442
55098,35,237,3442
55099,55,214,3442
55100,196,239,3443
55101,210,305,3443
55102,259,305,3443
55103,97,270,3443
55104,46,240,3443
55105,217,274,3443
55106,91,276,3443
55107,240,263,3443
55108,195,197,3443
55109,136,212,3443
55110,161,305,3443
55111,109,240,3444
55112,259,305,3444
55113,97,270,3444
55114,161,305,3444
55115,291,303,3444
55116,195,197,3444
55117,3,35,3444
55118,114,234,3444
55119,212,316,3444
55120,256,314,3444
55121,109,263,3444
55122,225,259,3444
55123,293,294,3444
55124,136,141,3445
55125,240,263,3445
55126,46,109,3445
55127,94,220,3445
55128,60,179,3445
55129,136,324,3445
55130,15,261,3445
55131,109,263,3445
55132,109,240,3445
55133,212,280,3445
55134,161,225,3445
55135,256,314,3445
55136,293,310,3445
55137,3,35,3445
55138,259,305,3445
55139,75,261,3445
55140,195,197,3445
55141,26,248,3445
55142,225,259,3445
55143,55,214,3445
55144,91,276,3445
55145,136,212,3446
55146,53,279,3446
55147,29,121,3446
55148,47,168,3446
55149,60,179,3446
55150,3,35,3446
55151,52,211,3446
55152,195,197,3446
55153,255,279,3446
55154,35,125,3446
55155,256,314,3446
55156,91,276,3446
55157,210,305,3446
55158,15,220,3447
55159,136,212,3447
55160,210,259,3447
55161,56,293,3447
55162,3,125,3447
55163,53,279,3447
55164,141,187,3447
55165,210,305,3447
55166,47,168,3447
55167,125,161,3447
55168,94,220,3447
55169,212,280,3447
55170,41,81,3447
55171,35,125,3447
55172,195,197,3447
55173,240,263,3447
55174,307,317,3447
55175,212,293,3447
55176,154,240,3447
55177,20,214,3447
55178,259,305,3447
55179,29,255,3447
55180,68,318,3447
55181,255,279,3447
55182,210,305,3448
55183,60,179,3448
55184,41,81,3448
55185,151,309,3448
55186,293,294,3448
55187,3,161,3448
55188,29,53,3448
55189,35,161,3448
55190,46,240,3448
55191,35,237,3448
55192,195,197,3448
55193,20,214,3448
55194,3,237,3448
55195,136,212,3448
55196,225,305,3448
55197,145,303,3448
55198,72,129,3448
55199,3,35,3448
55200,125,161,3448
55201,27,46,3448
55202,25,73,3449
55203,302,317,3449
55204,3,161,3449
55205,210,305,3449
55206,56,145,3449
55207,60,179,3449
55208,195,197,3449
55209,46,109,3449
55210,109,264,3449
55211,75,214,3449
55212,125,237,3449
55213,47,168,3449
55214,20,214,3449
55215,43,132,3449
55216,46,263,3449
55217,240,263,3450
55218,293,303,3450
55219,195,197,3450
55220,311,318,3450
55221,136,145,3450
55222,27,46,3450
55223,294,303,3450
55224,318,321,3450
55225,91,276,3450
55226,40,274,3450
55227,151,297,3450
55228,109,264,3450
55229,291,293,3450
55230,3,237,3450
55231,75,84,3450
55232,225,259,3450
55233,56,320,3450
55234,55,214,3450
55235,210,305,3450
55236,136,145,3451
55237,40,217,3451
55238,91,276,3451
55239,155,211,3451
55240,195,197,3451
55241,141,187,3451
55242,214,257,3451
55243,109,264,3451
55244,60,267,3451
55245,25,73,3451
55246,210,225,3451
55247,35,161,3451
55248,114,212,3451
55249,290,324,3451
55250,225,259,3451
55251,125,237,3451
55252,114,320,3451
55253,293,321,3451
55254,47,168,3451
55255,35,125,3451
55256,121,203,3452
55257,114,320,3452
55258,68,154,3452
55259,225,259,3452
55260,3,161,3452
55261,225,305,3452
55262,307,317,3452
55263,142,278,3452
55264,25,73,3452
55265,29,53,3452
55266,125,161,3452
55267,77,267,3452
55268,310,312,3452
55269,291,321,3452
55270,136,145,3452
55271,155,211,3452
55272,259,305,3452
55273,35,161,3452
55274,55,214,3452
55275,109,264,3452
55276,240,263,3452
55277,195,197,3452
55278,48,123,3452
55279,210,259,3452
55280,212,320,3452
55281,214,257,3452
55282,145,280,3452
55283,3,35,3452
55284,136,145,3453
55285,3,237,3453
55286,303,318,3453
55287,91,276,3453
55288,72,129,3453
55289,142,278,3453
55290,35,125,3453
55291,43,132,3453
55292,310,312,3453
55293,259,305,3453
55294,55,214,3453
55295,27,158,3453
55296,195,197,3453
55297,35,161,3453
55298,55,257,3453
55299,155,211,3453
55300,225,305,3453
55301,13,75,3453
55302,225,259,3453
55303,75,84,3453
55304,210,305,3453
55305,20,257,3453
55306,3,35,3453
55307,114,320,3453
55308,240,263,3453
55309,77,267,3454
55310,75,84,3454
55311,29,255,3454
55312,60,267,3454
55313,109,264,3454
55314,3,161,3454
55315,7,186,3454
55316,259,305,3454
55317,35,237,3454
55318,210,305,3454
55319,56,261,3454
55320,115,172,3454
55321,25,73,3454
55322,27,263,3454
55323,3,35,3454
55324,39,179,3454
55325,214,257,3454
55326,48,123,3454
55327,43,132,3454
55328,210,225,3454
55329,20,55,3454
55330,240,263,3454
55331,225,259,3455
55332,195,197,3455
55333,29,255,3455
55334,125,237,3455
55335,136,145,3455
55336,114,320,3455
55337,25,73,3455
55338,35,237,3455
55339,77,267,3455
55340,56,261,3455
55341,155,211,3455
55342,72,129,3455
55343,37,39,3455
55344,272,281,3455
55345,68,154,3455
55346,47,168,3455
55347,259,305,3455
55348,114,290,3455
55349,20,257,3455
55350,109,264,3455
55351,48,123,3455
55352,212,290,3455
55353,60,267,3455
55354,114,290,3456
55355,48,123,3456
55356,26,248,3456
55357,136,145,3456
55358,3,161,3456
55359,43,132,3456
55360,68,154,3456
55361,316,322,3456
55362,291,321,3456
55363,68,192,3456
55364,209,279,3456
55365,210,225,3456
55366,60,267,3456
55367,255,279,3456
55368,60,179,3456
55369,96,285,3456
55370,47,168,3456
55371,35,125,3456
55372,165,254,3456
55373,75,84,3456
55374,20,55,3456
55375,290,320,3456
55376,225,259,3456
55377,212,290,3456
55378,240,263,3457
55379,109,158,3457
55380,57,213,3457
55381,26,248,3457
55382,20,55,3457
55383,60,267,3457
55384,14,260,3457
55385,75,84,3457
55386,72,129,3457
55387,55,257,3457
55388,214,257,3457
55389,259,305,3457
55390,29,209,3457
55391,293,318,3457
55392,25,73,3457
55393,195,197,3457
55394,77,267,3457
55395,3,125,3457
55396,136,145,3457
55397,125,237,3457
55398,91,276,3457
55399,37,91,3457
55400,47,168,3457
55401,37,39,3458
55402,240,263,3458
55403,56,261,3458
55404,293,318,3458
55405,109,158,3458
55406,91,276,3458
55407,75,84,3458
55408,136,145,3458
55409,35,161,3458
55410,35,125,3458
55411,14,260,3458
55412,303,318,3458
55413,259,305,3458
55414,290,320,3458
55415,26,248,3458
55416,40,217,3458
55417,3,161,3458
55418,109,263,3458
55419,60,267,3458
55420,25,263,3459
55421,39,260,3459
55422,210,305,3459
55423,39,263,3459
55424,26,248,3459
55425,136,145,3459
55426,35,161,3459
55427,259,305,3459
55428,195,197,3459
55429,77,267,3459
55430,114,320,3459
55431,3,35,3459
55432,25,73,3459
55433,114,290,3459
55434,35,125,3459
55435,72,132,3459
55436,75,84,3459
55437,179,263,3460
55438,155,211,3460
55439,55,257,3460
55440,210,305,3460
55441,25,73,3460
55442,25,109,3460
55443,210,225,3460
55444,195,197,3460
55445,302,317,3460
55446,114,290,3460
55447,3,161,3460
55448,293,321,3460
55449,109,240,3460
55450,290,320,3460
55451,293,318,3460
55452,136,280,3460
55453,56,261,3460
55454,234,257,3460
55455,210,305,3461
55456,195,197,3461
55457,52,176,3461
55458,56,261,3461
55459,37,43,3461
55460,40,217,3461
55461,43,109,3461
55462,14,202,3461
55463,3,35,3461
55464,293,321,3461
55465,20,257,3461
55466,259,305,3461
55467,25,37,3461
55468,15,220,3461
55469,136,145,3461
55470,234,257,3461
55471,114,320,3461
55472,260,276,3461
55473,40,165,3461
55474,165,254,3461
55475,39,109,3461
55476,25,73,3461
55477,40,217,3462
55478,240,260,3462
55479,195,197,3462
55480,136,145,3462
55481,260,276,3462
55482,293,318,3462
55483,110,115,3462
55484,240,276,3462
55485,259,305,3462
55486,72,129,3462
55487,84,257,3462
55488,125,237,3462
55489,174,230,3462
55490,55,257,3462
55491,210,225,3462
55492,214,257,3462
55493,225,259,3462
55494,75,84,3463
55495,72,240,3463
55496,29,279,3463
55497,293,318,3463
55498,72,109,3463
55499,210,259,3463
55500,136,145,3463
55501,55,257,3463
55502,52,176,3463
55503,35,125,3463
55504,55,234,3463
55505,55,84,3463
55506,3,35,3463
55507,114,320,3463
55508,35,161,3463
55509,210,305,3463
55510,27,202,3463
55511,225,259,3463
55512,129,132,3463
55513,20,257,3463
55514,260,276,3464
55515,210,225,3464
55516,3,35,3464
55517,210,305,3464
55518,75,84,3464
55519,35,125,3464
55520,293,318,3464
55521,39,109,3464
55522,84,257,3464
55523,168,256,3464
55524,20,257,3464
55525,123,207,3464
55526,114,320,3464
55527,27,91,3464
55528,260,263,3464
55529,136,145,3464
55530,52,176,3465
55531,41,81,3465
55532,35,125,3465
55533,3,35,3465
55534,84,257,3465
55535,35,161,3465
55536,174,274,3465
55537,293,321,3465
55538,20,257,3465
55539,75,84,3465
55540,165,254,3465
55541,125,237,3465
55542,40,217,3465
55543,136,145,3465
55544,121,203,3465
55545,225,259,3466
55546,35,125,3466
55547,293,318,3466
55548,165,274,3466
55549,40,217,3466
55550,41,81,3466
55551,55,84,3466
55552,52,176,3466
55553,3,161,3466
55554,151,309,3466
55555,35,161,3466
55556,174,254,3466
55557,214,257,3466
55558,210,259,3466
55559,225,259,3467
55560,3,237,3467
55561,43,46,3467
55562,174,274,3467
55563,84,234,3467
55564,174,217,3467
55565,75,84,3467
55566,13,257,3467
55567,293,318,3467
55568,55,214,3467
55569,20,214,3467
55570,256,278,3467
55571,55,257,3467
55572,3,125,3467
55573,114,290,3467
55574,260,263,3467
55575,133,138,3467
55576,3,161,3467
55577,84,257,3467
55578,20,55,3467
55579,125,237,3467
55580,210,225,3467
55581,114,320,3468
55582,114,290,3468
55583,290,320,3468
55584,35,161,3468
55585,75,84,3468
55586,293,318,3468
55587,3,237,3468
55588,35,125,3468
55589,29,279,3468
55590,195,197,3468
55591,291,321,3468
55592,55,214,3468
55593,40,174,3469
55594,60,77,3469
55595,195,197,3469
55596,84,214,3469
55597,260,263,3469
55598,125,161,3469
55599,291,321,3469
55600,55,214,3469
55601,225,305,3469
55602,293,318,3469
55603,259,305,3469
55604,210,225,3469
55605,40,217,3469
55606,114,290,3469
55607,174,274,3469
55608,256,287,3469
55609,48,246,3470
55610,121,203,3470
55611,230,256,3470
55612,195,197,3470
55613,55,214,3470
55614,291,321,3470
55615,20,55,3470
55616,260,263,3470
55617,35,125,3470
55618,35,161,3470
55619,174,230,3470
55620,225,259,3470
55621,214,257,3470
55622,55,84,3470
55623,114,320,3470
55624,174,256,3470
55625,210,259,3470
55626,3,125,3470
55627,210,225,3470
55628,84,214,3471
55629,26,248,3471
55630,290,320,3471
55631,60,77,3471
55632,210,225,3471
55633,114,320,3471
55634,57,84,3471
55635,179,271,3471
55636,214,257,3471
55637,35,161,3471
55638,174,230,3471
55639,225,305,3471
55640,35,125,3471
55641,75,84,3471
55642,293,318,3472
55643,55,214,3472
55644,3,35,3472
55645,60,77,3472
55646,3,161,3472
55647,121,203,3472
55648,3,125,3472
55649,225,259,3472
55650,174,274,3472
55651,35,125,3472
55652,291,321,3472
55653,65,287,3472
55654,35,161,3472
55655,209,255,3472
55656,20,55,3473
55657,125,237,3473
55658,77,267,3473
55659,259,305,3473
55660,60,267,3473
55661,230,256,3473
55662,75,84,3473
55663,35,161,3473
55664,3,161,3473
55665,272,285,3473
55666,77,179,3473
55667,55,214,3473
55668,65,256,3473
55669,195,197,3473
55670,65,287,3473
55671,293,318,3474
55672,9,63,3474
55673,259,305,3474
55674,35,125,3474
55675,165,254,3474
55676,40,217,3474
55677,3,125,3474
55678,40,254,3474
55679,3,35,3474
55680,35,161,3474
55681,121,203,3474
55682,11,271,3474
55683,77,179,3475
55684,293,318,3475
55685,259,305,3475
55686,225,259,3475
55687,96,272,3475
55688,84,234,3475
55689,230,256,3475
55690,169,256,3475
55691,195,197,3475
55692,3,125,3475
55693,40,217,3475
55694,35,161,3475
55695,55,257,3475
55696,75,84,3475
55697,210,305,3475
55698,121,203,3475
55699,293,318,3476
55700,248,283,3476
55701,65,287,3476
55702,169,256,3476
55703,210,305,3476
55704,121,203,3476
55705,60,77,3476
55706,35,125,3476
55707,169,230,3476
55708,125,237,3476
55709,302,317,3476
55710,114,320,3476
55711,55,84,3476
55712,291,321,3476
55713,55,234,3477
55714,3,35,3477
55715,297,324,3477
55716,155,211,3477
55717,65,256,3477
55718,56,212,3477
55719,169,230,3477
55720,230,256,3477
55721,40,217,3477
55722,26,248,3477
55723,60,77,3477
55724,290,320,3477
55725,121,203,3477
55726,84,234,3477
55727,174,274,3477
55728,77,179,3477
55729,114,290,3478
55730,65,287,3478
55731,77,179,3478
55732,136,145,3478
55733,155,211,3478
55734,210,305,3478
55735,290,320,3478
55736,114,320,3478
55737,210,225,3478
55738,121,203,3478
55739,35,237,3478
55740,55,257,3478
55741,125,237,3478
55742,35,237,3479
55743,225,259,3479
55744,20,55,3479
55745,20,257,3479
55746,3,35,3479
55747,56,261,3479
55748,26,248,3479
55749,125,237,3479
55750,84,257,3479
55751,114,320,3479
55752,3,125,3479
55753,195,197,3479
55754,3,35,3480
55755,35,125,3480
55756,121,203,3480
55757,174,274,3480
55758,35,237,3480
55759,75,84,3480
55760,56,261,3480
55761,35,161,3480
55762,254,274,3480
55763,84,257,3480
55764,26,248,3480
55765,210,259,3480
55766,136,145,3480
55767,302,317,3481
55768,234,257,3481
55769,56,261,3481
55770,29,209,3481
55771,35,237,3481
55772,195,197,3481
55773,114,290,3481
55774,254,274,3481
55775,55,84,3481
55776,84,234,3481
55777,55,257,3481
55778,121,203,3481
55779,35,125,3481
55780,26,248,3482
55781,303,318,3482
55782,60,263,3482
55783,125,237,3482
55784,56,261,3482
55785,169,283,3482
55786,55,257,3482
55787,195,197,3482
55788,114,320,3482
55789,121,203,3482
55790,145,280,3482
55791,35,237,3482
55792,3,35,3482
55793,35,125,3482
55794,35,161,3482
55795,302,317,3482
55796,77,267,3482
55797,155,211,3483
55798,60,263,3483
55799,121,203,3483
55800,35,237,3483
55801,168,283,3483
55802,290,320,3483
55803,3,35,3483
55804,114,290,3483
55805,35,161,3483
55806,259,305,3483
55807,212,290,3483
55808,26,248,3483
55809,136,145,3483
55810,3,161,3483
55811,77,267,3483
55812,210,305,3483
55813,55,84,3483
55814,60,77,3483
55815,114,290,3484
55816,47,287,3484
55817,259,305,3484
55818,210,305,3484
55819,290,320,3484
55820,84,234,3484
55821,60,267,3484
55822,121,203,3484
55823,60,263,3484
55824,52,176,3484
55825,35,125,3484
55826,225,305,3484
55827,114,320,3484
55828,210,259,3484
55829,114,212,3484
55830,195,197,3484
55831,145,280,3484
55832,77,267,3484
55833,55,84,3484
55834,182,209,3484
55835,3,125,3484
55836,136,145,3484
55837,259,305,3485
55838,77,267,3485
55839,96,285,3485
55840,290,320,3485
55841,114,320,3485
55842,210,259,3485
55843,114,290,3485
55844,225,305,3485
55845,3,35,3485
55846,121,203,3485
55847,225,259,3485
55848,70,81,3485
55849,55,257,3485
55850,182,209,3485
55851,35,161,3485
55852,125,237,3485
55853,52,176,3485
55854,195,197,3485
55855,302,317,3485
55856,168,283,3485
55857,35,237,3485
55858,212,290,3485
55859,212,320,3485
55860,121,203,3486
55861,290,320,3486
55862,155,211,3486
55863,114,320,3486
55864,213,257,3486
55865,55,257,3486
55866,225,259,3486
55867,3,237,3486
55868,84,257,3486
55869,195,197,3486
55870,302,317,3486
55871,35,237,3486
55872,3,125,3486
55873,125,161,3486
55874,35,161,3486
55875,259,305,3486
55876,75,84,3486
55877,3,161,3486
55878,210,259,3487
55879,3,35,3487
55880,121,203,3487
55881,125,237,3487
55882,84,257,3487
55883,259,305,3487
55884,225,259,3487
55885,55,257,3487
55886,210,225,3487
55887,212,320,3487
55888,225,305,3487
55889,195,197,3487
55890,35,125,3487
55891,57,213,3488
55892,3,35,3488
55893,136,145,3488
55894,210,305,3488
55895,3,161,3488
55896,136,280,3488
55897,125,237,3488
55898,114,212,3488
55899,114,320,3488
55900,35,125,3488
55901,136,280,3489
55902,225,305,3489
55903,3,161,3489
55904,225,259,3489
55905,3,35,3489
55906,114,320,3489
55907,35,161,3489
55908,114,212,3489
55909,136,316,3489
55910,57,257,3489
55911,214,257,3489
55912,3,125,3489
55913,55,84,3490
55914,3,237,3490
55915,114,290,3490
55916,35,125,3490
55917,155,211,3490
55918,212,320,3490
55919,35,237,3490
55920,210,225,3490
55921,60,263,3490
55922,3,35,3490
55923,121,203,3490
55924,212,290,3490
55925,55,214,3490
55926,225,259,3490
55927,35,125,3491
55928,35,161,3491
55929,214,257,3491
55930,20,257,3491
55931,3,35,3491
55932,307,309,3491
55933,259,305,3491
55934,136,145,3491
55935,225,259,3491
55936,114,290,3491
55937,195,197,3491
55938,20,214,3491
55939,114,320,3491
55940,210,305,3491
55941,254,274,3491
55942,290,320,3491
55943,125,237,3491
55944,210,259,3491
55945,212,320,3491
55946,121,203,3491
55947,212,290,3491
55948,55,84,3491
55949,114,212,3491
55950,60,263,3492
55951,225,259,3492
55952,84,257,3492
55953,41,70,3492
55954,55,214,3492
55955,114,290,3492
55956,11,271,3492
55957,225,305,3492
55958,290,320,3492
55959,75,257,3492
55960,212,320,3492
55961,3,35,3492
55962,136,145,3492
55963,35,125,3492
55964,307,309,3492
55965,114,212,3492
55966,121,203,3492
55967,210,305,3492
55968,195,197,3492
55969,11,271,3493
55970,3,35,3493
55971,210,259,3493
55972,35,161,3493
55973,41,70,3493
55974,3,125,3493
55975,114,320,3493
55976,212,320,3493
55977,136,145,3493
55978,259,305,3493
55979,35,125,3493
55980,114,212,3493
55981,210,305,3493
55982,3,161,3494
55983,114,290,3494
55984,114,320,3494
55985,92,123,3494
55986,3,125,3494
55987,210,259,3494
55988,214,257,3494
55989,212,320,3494
55990,225,305,3494
55991,307,309,3494
55992,195,197,3494
55993,20,257,3494
55994,136,280,3494
55995,75,84,3494
55996,125,161,3495
55997,214,257,3495
55998,47,287,3495
55999,204,246,3496
56000,210,225,3496
56001,3,35,3496
56002,35,161,3496
56003,293,318,3496
56004,35,125,3496
56005,303,318,3496
56006,84,257,3496
56007,163,293,3496
56008,125,237,3496
56009,214,257,3497
56010,84,214,3497
56011,114,212,3497
56012,35,125,3497
56013,225,305,3497
56014,57,214,3497
56015,35,161,3497
56016,210,305,3497
56017,303,318,3497
56018,55,257,3497
56019,121,203,3497
56020,26,288,3497
56021,293,318,3497
56022,163,293,3497
56023,210,225,3497
56024,263,267,3497
56025,173,222,3497
56026,195,197,3498
56027,41,70,3498
56028,114,212,3498
56029,204,246,3498
56030,26,288,3498
56031,293,318,3498
56032,35,125,3498
56033,121,203,3498
56034,212,320,3498
56035,75,84,3498
56036,291,321,3498
56037,214,257,3498
56038,92,123,3499
56039,3,161,3499
56040,114,320,3499
56041,182,209,3499
56042,316,318,3499
56043,290,320,3499
56044,3,35,3499
56045,41,70,3499
56046,75,84,3499
56047,125,161,3499
56048,35,161,3499
56049,114,290,3500
56050,3,161,3500
56051,3,35,3500
56052,293,321,3500
56053,114,212,3500
56054,212,320,3500
56055,26,288,3500
56056,41,70,3500
56057,114,320,3500
56058,35,161,3500
56059,136,145,3501
56060,3,161,3501
56061,26,288,3501
56062,195,197,3501
56063,291,321,3501
56064,46,158,3501
56065,114,320,3501
56066,121,203,3501
56067,210,225,3501
56068,225,305,3501
56069,35,125,3502
56070,225,305,3502
56071,195,197,3502
56072,75,84,3502
56073,136,145,3502
56074,40,230,3502
56075,316,318,3502
56076,3,35,3502
56077,121,203,3502
56078,114,290,3502
56079,165,230,3503
56080,195,197,3503
56081,3,35,3503
56082,225,305,3503
56083,75,84,3503
56084,3,161,3503
56085,125,161,3503
56086,316,318,3503
56087,42,67,3503
56088,121,203,3503
56089,87,271,3503
56090,121,203,3504
56091,260,263,3504
56092,212,320,3504
56093,60,263,3504
56094,26,288,3504
56095,114,320,3504
56096,316,318,3504
56097,182,209,3504
56098,195,197,3504
56099,35,125,3504
56100,60,267,3504
56101,40,230,3504
56102,60,267,3505
56103,52,176,3505
56104,47,287,3505
56105,121,203,3505
56106,114,290,3505
56107,290,320,3505
56108,3,161,3505
56109,11,271,3505
56110,225,305,3505
56111,41,70,3505
56112,114,320,3505
56113,307,317,3505
56114,293,318,3505
56115,293,321,3505
56116,35,125,3505
56117,92,123,3505
56118,35,161,3505
56119,52,176,3506
56120,210,225,3506
56121,3,125,3506
56122,114,212,3506
56123,41,81,3506
56124,121,203,3506
56125,35,161,3506
56126,35,125,3506
56127,195,197,3506
56128,3,35,3506
56129,225,305,3506
56130,75,234,3506
56131,307,309,3506
56132,57,234,3506
56133,136,145,3506
56134,195,197,3507
56135,293,321,3507
56136,20,257,3507
56137,293,318,3507
56138,87,271,3507
56139,3,35,3507
56140,114,212,3507
56141,165,254,3507
56142,210,225,3507
56143,104,205,3507
56144,3,125,3508
56145,42,67,3508
56146,35,125,3508
56147,114,212,3508
56148,195,197,3508
56149,125,237,3508
56150,35,161,3508
56151,3,161,3508
56152,293,318,3508
56153,225,305,3508
56154,52,176,3508
56155,174,274,3509
56156,195,197,3509
56157,307,309,3509
56158,165,254,3509
56159,77,263,3509
56160,35,161,3509
56161,3,161,3509
56162,307,317,3509
56163,114,320,3509
56164,3,125,3509
56165,52,176,3509
56166,20,257,3509
56167,87,271,3509
56168,121,203,3509
56169,35,125,3509
56170,212,320,3510
56171,165,254,3510
56172,142,278,3510
56173,210,225,3510
56174,60,263,3510
56175,307,309,3510
56176,225,305,3510
56177,35,125,3510
56178,3,35,3510
56179,20,257,3510
56180,15,220,3510
56181,114,320,3510
56182,291,321,3511
56183,195,197,3511
56184,11,271,3511
56185,35,161,3511
56186,125,237,3511
56187,77,263,3511
56188,225,305,3511
56189,56,261,3511
56190,212,320,3511
56191,174,274,3511
56192,35,125,3511
56193,210,259,3511
56194,87,271,3511
56195,26,288,3511
56196,3,161,3512
56197,125,237,3512
56198,121,203,3512
56199,11,271,3512
56200,125,161,3512
56201,35,161,3512
56202,70,81,3512
56203,3,35,3512
56204,174,274,3512
56205,35,237,3512
56206,35,125,3512
56207,47,287,3512
56208,3,237,3513
56209,212,320,3513
56210,35,237,3513
56211,3,161,3513
56212,210,225,3513
56213,121,203,3513
56214,125,237,3513
56215,26,288,3513
56216,60,263,3513
56217,136,280,3513
56218,35,161,3513
56219,125,161,3514
56220,212,320,3514
56221,3,161,3514
56222,225,305,3514
56223,87,271,3514
56224,210,225,3514
56225,47,287,3514
56226,195,197,3514
56227,114,212,3514
56228,303,318,3514
56229,259,305,3515
56230,60,263,3515
56231,35,125,3515
56232,210,259,3515
56233,20,257,3515
56234,125,237,3515
56235,114,290,3515
56236,114,324,3515
56237,290,320,3515
56238,87,271,3515
56239,303,318,3515
56240,47,287,3516
56241,121,203,3516
56242,195,197,3516
56243,114,320,3516
56244,3,161,3516
56245,225,259,3516
56246,125,161,3516
56247,182,209,3516
56248,259,305,3516
56249,291,321,3516
56250,225,305,3516
56251,290,320,3516
56252,114,290,3516
56253,35,237,3516
56254,303,318,3516
56255,3,125,3516
56256,210,259,3517
56257,53,143,3517
56258,303,318,3517
56259,114,320,3517
56260,259,305,3517
56261,125,161,3517
56262,195,197,3517
56263,3,237,3517
56264,35,125,3517
56265,26,288,3517
56266,290,320,3517
56267,114,290,3518
56268,210,259,3518
56269,47,287,3518
56270,60,263,3518
56271,290,320,3518
56272,125,161,3518
56273,136,280,3518
56274,35,237,3518
56275,210,225,3518
56276,195,197,3518
56277,125,237,3518
56278,3,125,3518
56279,35,125,3519
56280,125,161,3519
56281,3,35,3519
56282,35,237,3519
56283,26,288,3519
56284,3,161,3519
56285,121,203,3519
56286,259,305,3519
56287,55,240,3519
56288,195,197,3519
56289,3,237,3519
56290,47,287,3519
56291,225,305,3519
56292,210,259,3519
56293,225,259,3519
56294,290,320,3519
56295,225,305,3520
56296,55,214,3520
56297,291,321,3520
56298,225,259,3520
56299,35,237,3520
56300,3,35,3520
56301,195,197,3520
56302,52,176,3520
56303,35,125,3520
56304,266,281,3520
56305,3,161,3520
56306,114,320,3520
56307,60,267,3520
56308,210,259,3520
56309,109,240,3520
56310,39,109,3520
56311,35,161,3520
56312,3,35,3521
56313,121,203,3521
56314,3,125,3521
56315,259,305,3521
56316,290,320,3521
56317,109,240,3521
56318,210,259,3521
56319,114,320,3521
56320,35,125,3521
56321,225,305,3521
56322,35,161,3521
56323,293,318,3522
56324,125,237,3522
56325,303,318,3522
56326,109,240,3522
56327,3,125,3522
56328,35,125,3522
56329,259,305,3522
56330,3,161,3522
56331,225,305,3522
56332,114,290,3523
56333,195,197,3523
56334,39,240,3523
56335,35,125,3523
56336,47,287,3523
56337,35,237,3523
56338,212,290,3523
56339,291,321,3523
56340,3,125,3523
56341,136,145,3524
56342,125,161,3524
56343,290,320,3524
56344,143,240,3524
56345,35,125,3524
56346,255,278,3524
56347,195,197,3524
56348,291,321,3524
56349,26,288,3524
56350,210,225,3524
56351,35,161,3524
56352,109,240,3524
56353,121,203,3524
56354,195,197,3525
56355,35,125,3525
56356,291,321,3525
56357,114,290,3525
56358,136,145,3525
56359,210,259,3526
56360,60,263,3526
56361,290,320,3526
56362,195,197,3526
56363,136,145,3526
56364,114,290,3526
56365,109,240,3526
56366,55,214,3526
56367,13,214,3526
56368,121,203,3526
56369,3,35,3526
56370,225,259,3526
56371,210,225,3526
56372,96,272,3526
56373,212,290,3527
56374,3,161,3527
56375,60,263,3527
56376,293,321,3527
56377,225,259,3527
56378,26,288,3527
56379,114,320,3527
56380,47,287,3527
56381,13,55,3527
56382,136,145,3527
56383,259,305,3527
56384,35,161,3527
56385,60,267,3527
56386,114,290,3527
56387,3,35,3527
56388,303,318,3527
56389,293,321,3528
56390,125,161,3528
56391,114,290,3528
56392,136,145,3528
56393,293,318,3528
56394,121,203,3528
56395,114,320,3528
56396,3,35,3528
